record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,N,P,K,ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall,avg_temp_c,temperature,humidity,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,ndvi_seq_mean,ndvi_seq_std,ndvi_seq_slope
4972,HR023,25.44,88.06,FLD04972,19771,Papaya,Fruit,Year-round,Sub-Humid,252.0,29.0,223.0,6.3,0.96,3.0,22,11.5,1121,257,111,188,224.0,23.6,23.6,70.0,4.4,1.05,0.69,0.73,0.01,0.65,0.64,0.68,0.73,0.71,0.7,0.57,0.54,0.28,0.31,308,0.0,0.0,Papaya,90623.0,0.0,Rabi,0.685,0.03201562118716422,0.014571428571428534
4973,KA023,21.12,86.52,FLD04973,11419,Papaya,Fruit,Year-round,Semi-Arid,258.0,28.0,227.0,6.2,0.59,0.0,21,10.3,563,166,83,132,155.0,24.8,24.8,66.0,4.2,1.05,0.67,0.72,0.02,0.62,0.62,0.65,0.68,0.7,0.72,0.54,0.53,0.31,0.24,319,14.0,0.0,Papaya,63801.0,0.0,Rabi,0.665,0.03818813079129866,0.021999999999999947
4974,AP032,18.34,82.72,FLD04974,8432,Papaya,Fruit,Year-round,Arid,184.0,45.0,203.0,7.6,0.92,4.0,24,18.0,386,321,132,199,304.0,33.6,33.6,56.0,5.4,1.05,0.67,0.73,0.018,0.61,0.63,0.66,0.73,0.71,0.7,0.53,0.55,0.28,0.26,151,6.0,0.0,Papaya,32812.0,0.0,Kharif,0.6733333333333333,0.04346134936801765,0.02171428571428573
4975,TN047,28.54,86.07,FLD04975,16754,Papaya,Fruit,Year-round,Semi-Arid,204.0,38.0,234.0,7.6,0.96,1.0,34,12.6,757,248,119,191,232.0,23.4,23.4,55.0,4.4,1.05,0.68,0.74,0.018,0.64,0.62,0.68,0.69,0.74,0.73,0.55,0.54,0.27,0.26,328,9.0,1.0,Papaya,77794.0,0.0,Rabi,0.6833333333333332,0.043461349368017654,0.02342857142857137
4976,HR001,14.89,72.73,FLD04976,12297,Papaya,Fruit,Year-round,Coastal,201.0,32.0,199.0,7.5,0.92,6.0,20,8.4,1655,514,235,483,480.0,25.0,25.0,73.0,4.0,1.05,0.68,0.73,0.01,0.64,0.65,0.67,0.72,0.73,0.69,0.53,0.56,0.29,0.3,307,16.0,1.0,Papaya,49484.0,0.0,Rabi,0.6833333333333332,0.03349958540373628,0.015428571428571389
4977,MP036,14.42,83.24,FLD04977,19266,Papaya,Fruit,Year-round,Coastal,234.0,49.0,216.0,7.5,0.57,0.0,34,9.9,2791,913,341,858,818.0,24.5,24.5,79.0,3.6,1.05,0.69,0.74,0.016,0.64,0.65,0.68,0.71,0.74,0.72,0.54,0.53,0.28,0.29,334,4.0,0.0,Papaya,87979.0,0.0,Rabi,0.69,0.03651483716701106,0.01999999999999995
4978,HR011,11.37,85.21,FLD04978,6524,Papaya,Fruit,Year-round,Coastal,185.0,45.0,201.0,6.7,0.61,1.0,24,6.4,2061,736,362,667,685.0,24.9,24.9,79.0,4.2,1.05,0.68,0.72,0.01,0.67,0.64,0.67,0.68,0.72,0.72,0.56,0.53,0.27,0.32,327,13.0,2.0,Papaya,28255.0,0.0,Rabi,0.6833333333333332,0.028674417556808735,0.014285714285714264
4979,RJ019,13.85,69.67,FLD04979,14923,Papaya,Fruit,Year-round,Coastal,236.0,45.0,177.0,7.5,0.55,0.0,36,9.7,2763,1044,513,752,907.0,23.6,23.6,76.0,3.3,1.05,0.69,0.74,0.008,0.67,0.64,0.67,0.7,0.74,0.71,0.55,0.55,0.23,0.26,327,1.0,0.0,Papaya,66227.0,0.0,Rabi,0.6883333333333334,0.03236081306491265,0.015142857142857126
4980,RJ050,12.03,76.87,FLD04980,8405,Papaya,Fruit,Year-round,Semi-Arid,239.0,36.0,218.0,6.9,0.76,2.0,21,11.0,607,194,84,165,175.0,23.6,23.6,66.0,4.0,1.05,0.68,0.71,0.012,0.65,0.67,0.66,0.71,0.69,0.71,0.54,0.55,0.29,0.22,310,13.0,0.0,Papaya,44460.0,0.0,Rabi,0.6816666666666666,0.02339278141269697,0.011714285714285724
4981,MH027,29.62,84.36,FLD04981,13600,Papaya,Fruit,Year-round,Mountain,206.0,32.0,212.0,6.6,0.77,5.0,27,11.6,2677,2326,1023,1659,2144.0,19.0,19.0,85.0,4.9,1.05,0.67,0.71,0.016,0.63,0.62,0.68,0.68,0.69,0.71,0.53,0.51,0.24,0.24,164,11.0,2.0,Papaya,54977.0,0.0,Kharif,0.6683333333333333,0.03236081306491266,0.017428571428571425
4982,KA010,29.94,75.05,FLD04982,19850,Papaya,Fruit,Year-round,Semi-Arid,285.0,50.0,219.0,6.6,0.8,2.0,25,11.3,820,262,143,242,238.0,24.2,24.2,57.0,3.3,1.05,0.67,0.71,0.014,0.64,0.63,0.65,0.71,0.71,0.71,0.55,0.52,0.31,0.28,318,1.0,0.0,Papaya,87873.0,0.0,Rabi,0.6749999999999999,0.035472994422987916,0.018571428571428496
4983,TN045,14.66,84.58,FLD04983,6104,Papaya,Fruit,Year-round,Sub-Humid,241.0,43.0,187.0,7.2,0.78,3.0,27,10.4,1103,870,363,542,788.0,28.7,28.7,70.0,5.5,1.05,0.68,0.71,0.014,0.64,0.65,0.66,0.71,0.69,0.71,0.53,0.54,0.3,0.23,145,12.0,1.0,Papaya,27796.0,0.0,Kharif,0.6766666666666667,0.02808716591058784,0.014857142857142833
4984,PB019,14.75,81.47,FLD04984,10445,Papaya,Fruit,Year-round,Humid,292.0,44.0,222.0,7.4,0.6,3.0,26,6.8,1835,1459,523,973,1309.0,27.7,27.7,79.0,5.5,1.05,0.68,0.72,0.018,0.63,0.67,0.64,0.69,0.72,0.72,0.52,0.58,0.3,0.3,151,15.0,0.0,Papaya,44811.0,0.0,Kharif,0.6783333333333332,0.035316033500695135,0.018571428571428534
4985,AP007,26.54,80.33,FLD04985,6885,Papaya,Fruit,Year-round,Plateau,219.0,47.0,227.0,7.8,0.96,3.0,28,14.6,770,159,68,145,148.0,23.0,23.0,76.0,4.2,1.05,0.69,0.73,0.022,0.62,0.66,0.65,0.72,0.73,0.73,0.52,0.57,0.27,0.26,307,16.0,2.0,Papaya,42845.0,0.0,Rabi,0.685,0.04349329450233295,0.023714285714285657
4986,AP030,21.23,73.76,FLD04986,14616,Papaya,Fruit,Year-round,Humid,307.0,46.0,199.0,6.0,0.53,2.0,34,7.5,2973,2634,894,1693,2337.0,26.9,26.9,86.0,4.6,1.05,0.67,0.72,0.014,0.65,0.63,0.65,0.68,0.72,0.72,0.55,0.54,0.22,0.32,162,6.0,0.0,Papaya,67483.0,0.0,Kharif,0.6749999999999999,0.03499999999999998,0.018571428571428576
4987,MH006,21.69,75.89,FLD04987,6250,Papaya,Fruit,Year-round,Semi-Arid,270.0,48.0,171.0,6.6,0.52,4.0,31,16.4,675,158,81,141,148.0,23.4,23.4,56.0,4.4,1.05,0.67,0.73,0.02,0.63,0.65,0.65,0.68,0.7,0.73,0.53,0.54,0.25,0.32,313,12.0,0.0,Papaya,38244.0,0.0,Rabi,0.6733333333333335,0.03399346342395188,0.01942857142857142
4988,KA011,20.7,80.58,FLD04988,14061,Papaya,Fruit,Year-round,Semi-Arid,189.0,49.0,218.0,6.5,0.88,2.0,37,12.9,748,206,90,193,183.0,23.9,23.9,62.0,3.8,1.05,0.68,0.74,0.018,0.62,0.65,0.64,0.7,0.74,0.71,0.54,0.57,0.32,0.32,306,3.0,1.0,Papaya,72266.0,0.0,Rabi,0.6766666666666667,0.042687494916218975,0.02228571428571431
4989,MP012,27.43,76.73,FLD04989,15110,Papaya,Fruit,Year-round,Mountain,258.0,40.0,198.0,6.0,0.87,5.0,35,13.1,1168,245,101,202,220.0,13.5,13.5,70.0,3.6,1.05,0.68,0.74,0.018,0.62,0.65,0.64,0.71,0.74,0.71,0.52,0.56,0.25,0.22,319,11.0,1.0,Papaya,67521.0,0.0,Rabi,0.6783333333333333,0.04374801582802228,0.022571428571428492
4990,TN047,24.72,71.17,FLD04990,13658,Papaya,Fruit,Year-round,Plateau,247.0,43.0,218.0,6.2,0.79,3.0,23,12.2,1293,388,178,296,362.0,25.3,25.3,72.0,3.4,1.05,0.69,0.74,0.018,0.65,0.64,0.66,0.72,0.71,0.74,0.57,0.55,0.26,0.24,327,1.0,1.0,Papaya,63878.0,0.0,Rabi,0.6866666666666666,0.03815174380753197,0.020571428571428543
4991,TN013,10.86,72.47,FLD04991,18029,Papaya,Fruit,Year-round,Sub-Humid,237.0,30.0,207.0,7.5,0.58,4.0,30,9.2,1047,289,126,206,266.0,22.7,22.7,70.0,3.7,1.05,0.69,0.73,0.012,0.67,0.65,0.68,0.72,0.71,0.73,0.58,0.55,0.31,0.3,323,13.0,1.0,Papaya,71526.0,0.0,Rabi,0.6933333333333334,0.028674417556808728,0.014857142857142807
4992,MH033,27.44,89.03,FLD04992,5551,Papaya,Fruit,Year-round,Plateau,296.0,32.0,194.0,6.7,0.78,4.0,25,11.1,1164,294,128,239,251.0,21.5,21.5,67.0,4.1,1.05,0.69,0.73,0.012,0.66,0.67,0.68,0.73,0.71,0.72,0.57,0.57,0.3,0.27,321,1.0,0.0,Papaya,25594.0,0.0,Rabi,0.695,0.026299556396765802,0.013428571428571397
4993,TN025,11.47,79.34,FLD04993,18711,Papaya,Fruit,Year-round,Semi-Arid,185.0,34.0,172.0,6.5,0.79,6.0,21,12.4,605,532,207,364,490.0,29.8,29.8,62.0,4.6,1.05,0.68,0.73,0.018,0.64,0.65,0.69,0.67,0.7,0.73,0.54,0.55,0.32,0.25,141,1.0,0.0,Papaya,73413.0,0.0,Kharif,0.68,0.030550504633038912,0.016571428571428563
4994,KA009,25.9,82.66,FLD04994,8732,Papaya,Fruit,Year-round,Mountain,229.0,50.0,181.0,7.3,0.56,4.0,37,13.8,3143,2834,984,1986,2577.0,25.8,25.8,62.0,5.0,1.05,0.68,0.74,0.02,0.64,0.65,0.66,0.7,0.7,0.74,0.56,0.56,0.27,0.31,165,16.0,0.0,Papaya,35925.0,0.0,Kharif,0.6816666666666668,0.0348409082672781,0.019714285714285677
4995,UP026,28.11,93.45,FLD04995,14632,Papaya,Fruit,Year-round,Mountain,197.0,39.0,203.0,6.2,0.9,5.0,26,8.1,1654,1316,533,896,1198.0,24.7,24.7,73.0,4.9,1.05,0.69,0.74,0.016,0.66,0.64,0.64,0.71,0.74,0.74,0.58,0.56,0.27,0.3,169,11.0,1.0,Papaya,66364.0,0.0,Kharif,0.6883333333333334,0.043365372770858945,0.021999999999999943
4996,AP014,23.01,72.84,FLD04996,6879,Papaya,Fruit,Year-round,Arid,239.0,48.0,237.0,6.7,0.88,4.0,29,22.1,377,324,98,195,292.0,30.1,30.1,46.0,5.7,1.05,0.68,0.73,0.01,0.64,0.66,0.67,0.71,0.73,0.69,0.54,0.54,0.3,0.29,170,16.0,0.0,Papaya,29891.0,0.0,Kharif,0.6833333333333332,0.030368111930480973,0.01428571428571419
4997,MH031,10.07,86.87,FLD04997,12925,Papaya,Fruit,Year-round,Coastal,301.0,52.0,238.0,5.8,0.51,4.0,38,9.6,2731,2406,837,1635,2271.0,30.6,30.6,72.0,5.1,1.05,0.67,0.73,0.014,0.62,0.62,0.66,0.73,0.72,0.69,0.53,0.52,0.33,0.33,159,1.0,0.0,Papaya,62369.0,0.0,Kharif,0.6733333333333332,0.04384315479321967,0.020571428571428525
4998,UP047,15.99,72.23,FLD04998,14186,Papaya,Fruit,Year-round,Humid,242.0,50.0,209.0,6.4,0.9,6.0,36,7.5,1941,1479,562,999,1349.0,27.7,27.7,81.0,5.0,1.05,0.69,0.74,0.022,0.63,0.63,0.68,0.72,0.71,0.74,0.55,0.52,0.28,0.23,148,2.0,1.0,Papaya,65883.0,0.0,Kharif,0.685,0.04272001872658764,0.023714285714285733
4999,GJ048,12.01,73.31,FLD04999,19442,Papaya,Fruit,Year-round,Humid,296.0,29.0,237.0,6.9,0.87,2.0,26,9.7,3093,1048,495,877,914.0,22.8,22.8,85.0,3.3,1.05,0.67,0.73,0.024,0.61,0.61,0.68,0.69,0.69,0.73,0.5,0.5,0.33,0.3,327,13.0,2.0,Papaya,81680.0,0.0,Rabi,0.6683333333333333,0.04412734098291242,0.02428571428571429
5000,MH001,8.06,80.99,FLD05000,14990,Papaya,Fruit,Year-round,Coastal,254.0,52.0,200.0,6.0,0.67,1.0,35,7.1,930,250,116,192,227.0,24.9,24.9,80.0,3.6,1.05,0.68,0.73,0.014,0.63,0.65,0.65,0.71,0.73,0.7,0.53,0.57,0.3,0.25,321,0.0,0.0,Papaya,61371.0,0.0,Rabi,0.6783333333333333,0.03670452590924205,0.018571428571428534
5001,MP004,25.65,87.0,FLD05001,6731,Papaya,Fruit,Year-round,Semi-Arid,225.0,44.0,217.0,7.2,0.88,2.0,28,13.2,738,238,88,200,212.0,24.5,24.5,62.0,4.3,1.05,0.69,0.75,0.026,0.62,0.64,0.66,0.71,0.74,0.75,0.53,0.53,0.24,0.25,315,6.0,0.0,Papaya,34086.0,0.0,Rabi,0.6866666666666666,0.04955356249106167,0.028571428571428584
5002,TN036,26.26,73.63,FLD05002,16716,Papaya,Fruit,Year-round,Sub-Humid,243.0,49.0,226.0,6.0,0.52,5.0,25,10.8,1163,873,390,549,828.0,28.1,28.1,68.0,5.2,1.05,0.69,0.72,0.006,0.66,0.66,0.68,0.72,0.71,0.69,0.57,0.57,0.28,0.29,159,3.0,1.0,Papaya,71331.0,0.0,Kharif,0.6866666666666665,0.022852182001336784,0.009714285714285677
5003,GJ031,11.8,72.91,FLD05003,17324,Papaya,Fruit,Year-round,Plateau,275.0,40.0,235.0,7.3,0.51,3.0,26,9.7,876,228,102,176,202.0,21.3,21.3,65.0,4.2,1.05,0.68,0.73,0.012,0.65,0.67,0.63,0.73,0.7,0.71,0.54,0.56,0.3,0.24,308,13.0,0.0,Papaya,87373.0,0.0,Rabi,0.6816666666666666,0.0348409082672781,0.014000000000000037
5004,RJ015,11.0,77.45,FLD05004,8280,Papaya,Fruit,Year-round,Humid,294.0,43.0,211.0,7.2,0.88,4.0,38,9.8,3200,2988,937,2322,2713.0,25.8,25.8,81.0,4.7,1.05,0.67,0.73,0.018,0.64,0.63,0.64,0.67,0.7,0.73,0.54,0.53,0.32,0.26,140,6.0,1.0,Papaya,38917.0,0.0,Kharif,0.6683333333333333,0.036247605284885895,0.0197142857142857
5005,MH038,21.66,80.83,FLD05005,9528,Papaya,Fruit,Year-round,Coastal,238.0,38.0,177.0,7.3,0.53,4.0,22,9.0,2470,1958,755,1337,1780.0,29.5,29.5,76.0,4.7,1.05,0.69,0.72,0.006,0.67,0.64,0.68,0.7,0.72,0.7,0.57,0.53,0.23,0.29,141,1.0,2.0,Papaya,39533.0,0.0,Kharif,0.685,0.025658007197234396,0.011714285714285707
5006,TN030,28.56,84.1,FLD05006,12893,Papaya,Fruit,Year-round,Semi-Arid,313.0,37.0,177.0,6.2,0.84,6.0,23,12.0,606,539,226,361,494.0,28.9,28.9,68.0,5.0,1.05,0.69,0.72,0.012,0.66,0.63,0.68,0.7,0.72,0.72,0.56,0.54,0.24,0.24,159,12.0,1.0,Papaya,58523.0,0.0,Kharif,0.6849999999999999,0.032532035493238534,0.016857142857142866
5007,PB044,16.11,83.09,FLD05007,11897,Papaya,Fruit,Year-round,Arid,218.0,41.0,188.0,6.0,0.65,5.0,33,15.5,282,72,27,55,65.0,27.0,27.0,50.0,3.4,1.05,0.7,0.74,0.014,0.67,0.65,0.68,0.72,0.74,0.74,0.57,0.54,0.27,0.24,328,9.0,0.0,Papaya,60750.0,557.0,Rabi,0.7000000000000001,0.03511884584284244,0.018857142857142874
5008,MP035,27.93,76.22,FLD05008,17792,Papaya,Fruit,Year-round,Sub-Humid,253.0,36.0,193.0,7.6,0.74,5.0,25,12.1,1191,936,358,621,834.0,28.7,28.7,69.0,5.2,1.05,0.66,0.73,0.016,0.61,0.62,0.65,0.69,0.73,0.69,0.51,0.53,0.31,0.33,144,7.0,0.0,Papaya,76627.0,0.0,Kharif,0.6649999999999999,0.04232808366400097,0.021999999999999978
5009,MP019,25.12,86.8,FLD05009,15610,Papaya,Fruit,Year-round,Mountain,296.0,36.0,191.0,7.0,0.57,4.0,33,12.2,1416,330,168,250,310.0,12.0,12.0,80.0,3.7,1.05,0.68,0.73,0.014,0.66,0.62,0.65,0.72,0.69,0.73,0.55,0.51,0.25,0.28,331,10.0,2.0,Papaya,66106.0,0.0,Rabi,0.6783333333333333,0.03890872509976249,0.017999999999999933
5010,HR039,18.0,89.57,FLD05010,8905,Papaya,Fruit,Year-round,Sub-Humid,311.0,41.0,195.0,7.8,0.9,6.0,32,9.2,929,870,341,567,826.0,28.1,28.1,76.0,4.7,1.05,0.68,0.71,0.01,0.66,0.66,0.65,0.69,0.69,0.71,0.55,0.55,0.31,0.27,168,15.0,2.0,Papaya,40840.0,0.0,Kharif,0.6766666666666667,0.02134374745810946,0.010857142857142805
5011,HR044,33.04,82.94,FLD05011,8904,Papaya,Fruit,Year-round,Mountain,250.0,36.0,195.0,7.5,0.84,6.0,20,9.7,2529,2088,711,1354,1870.0,16.7,16.7,77.0,5.5,1.05,0.67,0.74,0.016,0.65,0.63,0.63,0.67,0.74,0.73,0.56,0.54,0.26,0.29,140,10.0,1.0,Papaya,37090.0,0.0,Kharif,0.6750000000000002,0.04462809279665294,0.02199999999999999
5012,UP009,22.93,78.65,FLD05012,18734,Papaya,Fruit,Year-round,Arid,219.0,35.0,211.0,6.2,0.8,5.0,26,21.5,301,237,95,159,202.0,32.7,32.7,51.0,5.0,1.05,0.68,0.74,0.014,0.64,0.67,0.66,0.68,0.74,0.71,0.55,0.57,0.28,0.22,157,16.0,1.0,Papaya,99831.0,0.0,Kharif,0.6833333333333335,0.0329983164553722,0.016571428571428546
5013,PB036,13.4,75.49,FLD05013,13303,Papaya,Fruit,Year-round,Sub-Humid,216.0,29.0,177.0,7.5,0.93,3.0,35,10.6,993,234,107,194,214.0,23.7,23.7,73.0,3.8,1.05,0.69,0.74,0.02,0.64,0.63,0.68,0.73,0.69,0.74,0.53,0.53,0.3,0.33,319,16.0,2.0,Papaya,54344.0,0.0,Rabi,0.685,0.04112987559751021,0.02085714285714285
5014,AP040,12.27,69.26,FLD05014,6661,Papaya,Fruit,Year-round,Coastal,302.0,32.0,179.0,7.5,0.96,4.0,23,9.4,2271,476,255,352,440.0,24.8,24.8,70.0,3.6,1.05,0.67,0.72,0.018,0.63,0.67,0.65,0.69,0.69,0.72,0.55,0.57,0.26,0.26,319,2.0,0.0,Papaya,28903.0,0.0,Rabi,0.6749999999999999,0.029297326385411555,0.015714285714285726
5015,UP034,15.8,71.04,FLD05015,15666,Papaya,Fruit,Year-round,Humid,300.0,42.0,193.0,7.0,0.62,3.0,28,9.8,2975,961,457,893,828.0,21.8,21.8,82.0,3.8,1.05,0.69,0.74,0.024,0.62,0.66,0.67,0.72,0.72,0.74,0.55,0.55,0.32,0.28,331,11.0,1.0,Papaya,68758.0,0.0,Rabi,0.6883333333333334,0.041799787346614825,0.02371428571428564
5016,UP036,17.65,80.25,FLD05016,9916,Papaya,Fruit,Year-round,Semi-Arid,234.0,38.0,175.0,5.9,0.56,3.0,29,11.3,685,584,249,421,527.0,30.3,30.3,61.0,5.7,1.05,0.67,0.72,0.018,0.62,0.62,0.64,0.72,0.72,0.71,0.51,0.52,0.3,0.24,142,3.0,1.0,Papaya,40841.0,0.0,Kharif,0.6716666666666665,0.04561310727801334,0.02371428571428567
5017,MP029,12.7,87.35,FLD05017,9177,Papaya,Fruit,Year-round,Humid,236.0,52.0,185.0,6.5,0.75,1.0,28,9.9,1769,1355,504,933,1285.0,28.3,28.3,83.0,5.7,1.05,0.68,0.71,0.008,0.66,0.67,0.67,0.71,0.69,0.7,0.56,0.58,0.24,0.3,162,14.0,0.0,Papaya,37779.0,0.0,Kharif,0.6833333333333332,0.01795054935711498,0.008571428571428535
5018,MP011,11.72,87.26,FLD05018,12197,Papaya,Fruit,Year-round,Arid,202.0,30.0,233.0,6.1,0.83,0.0,37,16.5,313,118,49,103,111.0,25.1,25.1,53.0,3.9,1.05,0.68,0.73,0.012,0.67,0.66,0.66,0.67,0.69,0.73,0.58,0.55,0.27,0.28,319,0.0,1.0,Papaya,69918.0,193.0,Rabi,0.68,0.024494897427831758,0.011428571428571406
5019,MH018,21.72,78.59,FLD05019,9075,Papaya,Fruit,Year-round,Semi-Arid,184.0,47.0,229.0,5.9,0.8,2.0,24,12.3,501,474,193,299,437.0,30.0,30.0,58.0,5.9,1.05,0.68,0.73,0.014,0.66,0.62,0.64,0.69,0.73,0.73,0.55,0.52,0.25,0.25,151,4.0,0.0,Papaya,37424.0,0.0,Kharif,0.6783333333333333,0.04219662967057386,0.02085714285714282
5020,GJ040,25.17,87.0,FLD05020,16413,Papaya,Fruit,Year-round,Mountain,316.0,47.0,172.0,7.7,0.84,0.0,37,11.9,2542,2303,857,1643,2036.0,23.9,23.9,81.0,5.8,1.05,0.67,0.73,0.01,0.65,0.62,0.64,0.73,0.7,0.7,0.56,0.54,0.3,0.31,146,15.0,1.0,Papaya,70353.0,0.0,Kharif,0.6733333333333333,0.0390156663690654,0.016571428571428577
5021,AP038,14.72,70.91,FLD05021,18437,Papaya,Fruit,Year-round,Arid,211.0,48.0,182.0,6.5,0.63,6.0,26,24.3,263,89,46,76,78.0,26.9,26.9,54.0,4.3,1.05,0.69,0.74,0.016,0.64,0.67,0.67,0.68,0.74,0.72,0.53,0.59,0.31,0.23,331,7.0,1.0,Papaya,95458.0,1412.0,Rabi,0.6866666666666666,0.03349958540373628,0.017714285714285696
5022,KA028,13.31,74.29,FLD05022,6955,Papaya,Fruit,Year-round,Sub-Humid,299.0,47.0,234.0,6.4,0.7,1.0,37,12.3,1113,365,128,342,324.0,22.8,22.8,72.0,4.1,1.05,0.69,0.73,0.014,0.66,0.67,0.69,0.71,0.71,0.73,0.57,0.56,0.25,0.28,329,1.0,2.0,Papaya,33516.0,0.0,Rabi,0.695,0.02432419919887735,0.013999999999999945
5023,AP047,29.71,82.15,FLD05023,14597,Papaya,Fruit,Year-round,Sub-Humid,296.0,35.0,228.0,7.3,0.7,1.0,20,8.4,1054,994,330,710,846.0,29.6,29.6,71.0,5.6,1.05,0.69,0.75,0.02,0.65,0.62,0.68,0.71,0.73,0.75,0.55,0.53,0.23,0.29,154,1.0,1.0,Papaya,60591.0,0.0,Kharif,0.6900000000000001,0.045092497528228935,0.024571428571428595
5024,UP037,26.26,83.48,FLD05024,16493,Papaya,Fruit,Year-round,Semi-Arid,237.0,39.0,182.0,5.8,0.66,2.0,26,14.2,815,772,308,593,716.0,28.7,28.7,56.0,5.8,1.05,0.67,0.71,0.01,0.66,0.62,0.68,0.67,0.71,0.71,0.58,0.53,0.27,0.29,151,4.0,0.0,Papaya,67082.0,0.0,Kharif,0.6749999999999999,0.030956959368344503,0.014571428571428529
5025,KA047,21.85,75.72,FLD05025,16965,Papaya,Fruit,Year-round,Arid,180.0,47.0,233.0,6.2,0.63,1.0,27,18.1,287,238,99,180,211.0,34.2,34.2,48.0,5.3,1.05,0.69,0.73,0.006,0.67,0.65,0.68,0.73,0.69,0.7,0.57,0.54,0.26,0.31,153,15.0,0.0,Papaya,93747.0,0.0,Kharif,0.6866666666666666,0.02494438257849292,0.009142857142857135
5026,KA027,14.26,85.31,FLD05026,7852,Papaya,Fruit,Year-round,Coastal,286.0,28.0,206.0,7.5,0.85,1.0,26,8.1,1271,1106,461,740,1028.0,29.1,29.1,79.0,4.9,1.05,0.67,0.73,0.022,0.62,0.63,0.64,0.69,0.71,0.73,0.53,0.55,0.3,0.32,147,2.0,0.0,Papaya,34343.0,0.0,Kharif,0.6699999999999999,0.042031734043061625,0.02399999999999994
5027,TN012,20.47,87.52,FLD05027,18675,Papaya,Fruit,Year-round,Arid,294.0,31.0,188.0,6.5,0.68,6.0,30,19.0,272,84,32,73,79.0,29.8,29.8,48.0,3.3,1.05,0.69,0.73,0.014,0.64,0.66,0.69,0.73,0.71,0.71,0.55,0.54,0.32,0.31,321,6.0,0.0,Papaya,109628.0,518.0,Rabi,0.69,0.031091263510296032,0.015428571428571363
5028,AP021,29.83,82.54,FLD05028,11145,Papaya,Fruit,Year-round,Arid,293.0,48.0,184.0,6.0,0.63,5.0,23,16.2,317,282,87,214,258.0,30.8,30.8,51.0,5.3,1.05,0.67,0.74,0.024,0.62,0.65,0.64,0.67,0.72,0.74,0.54,0.54,0.24,0.31,142,2.0,0.0,Papaya,51192.0,0.0,Kharif,0.6733333333333333,0.043076159944400276,0.023999999999999966
5029,TN006,21.74,74.7,FLD05029,5595,Papaya,Fruit,Year-round,Sub-Humid,237.0,46.0,193.0,6.1,0.66,5.0,31,12.9,1159,932,337,678,857.0,29.4,29.4,70.0,5.6,1.05,0.69,0.73,0.016,0.64,0.64,0.67,0.72,0.73,0.72,0.53,0.53,0.25,0.27,154,1.0,0.0,Papaya,23854.0,0.0,Kharif,0.6866666666666666,0.03815174380753197,0.020571428571428556
5030,AP035,29.54,75.54,FLD05030,14374,Papaya,Fruit,Year-round,Plateau,288.0,35.0,177.0,7.3,0.61,1.0,21,12.2,1041,836,273,611,730.0,28.0,28.0,76.0,5.3,1.05,0.68,0.72,0.014,0.64,0.65,0.66,0.69,0.72,0.71,0.56,0.54,0.24,0.27,167,3.0,1.0,Papaya,56377.0,0.0,Kharif,0.6783333333333333,0.030230595245361737,0.016857142857142772
5031,KA039,29.44,82.44,FLD05031,15447,Papaya,Fruit,Year-round,Plateau,256.0,39.0,232.0,5.9,0.68,1.0,28,12.2,1012,326,117,255,281.0,24.7,24.7,71.0,3.9,1.05,0.67,0.72,0.01,0.67,0.62,0.64,0.67,0.7,0.72,0.58,0.51,0.28,0.26,324,16.0,1.0,Papaya,64964.0,0.0,Rabi,0.6699999999999999,0.03366501646120691,0.014857142857142843
5032,TN010,16.69,83.47,FLD05032,17015,Papaya,Fruit,Year-round,Coastal,218.0,36.0,180.0,7.1,0.75,2.0,38,7.9,1944,506,201,369,443.0,23.3,23.3,76.0,3.2,1.05,0.68,0.72,0.014,0.65,0.62,0.68,0.71,0.72,0.72,0.54,0.54,0.26,0.31,330,11.0,0.0,Papaya,68385.0,0.0,Rabi,0.6833333333333332,0.03771236166328252,0.019428571428571403
5033,RJ030,13.94,70.67,FLD05033,17586,Papaya,Fruit,Year-round,Sub-Humid,223.0,50.0,225.0,7.2,0.82,5.0,21,11.0,1004,849,296,646,769.0,28.7,28.7,70.0,4.7,1.05,0.68,0.74,0.018,0.64,0.64,0.64,0.67,0.74,0.73,0.55,0.55,0.28,0.27,150,0.0,0.0,Papaya,80240.0,0.0,Kharif,0.6766666666666667,0.04268749491621898,0.02228571428571429
5034,KA049,29.44,79.08,FLD05034,12091,Papaya,Fruit,Year-round,Arid,184.0,43.0,179.0,5.8,0.95,2.0,35,19.2,377,134,58,100,126.0,27.9,27.9,57.0,3.6,1.05,0.68,0.73,0.02,0.63,0.63,0.69,0.73,0.69,0.73,0.54,0.54,0.31,0.32,313,15.0,0.0,Papaya,70669.0,0.0,Rabi,0.6833333333333332,0.0410960933531265,0.020571428571428584
