crop,temperature,humidity,rainfall,growth_duration,area,water_requirement
Maize,19.99,57.71,3.84,110,1.0,1.0
Chickpea,36.47,47.54,5.06,100,1.0,1.0
Chickpea,18.33,31.44,1.25,100,1.0,1.16
Wheat,28.02,44.69,2.49,120,1.0,1.75
Maize,39.99,74.76,12.28,110,1.0,1.0
Cotton,25.86,72.45,1.1,180,1.0,1.74
Banana,34.09,75.51,7.02,365,1.0,1.0
Tomato,34.11,55.66,16.75,120,1.0,1.0
Rice,38.89,76.93,3.42,150,1.0,3.08
Rice,38.34,48.62,5.44,150,1.0,3.07
Tomato,24.7,40.8,7.24,120,1.0,1.0
Sugarcane,16.35,27.05,10.15,365,1.0,1.0
Onion,17.44,80.91,10.49,130,1.0,1.0
Sugarcane,15.74,33.22,13.95,365,1.0,1.0
Chickpea,16.43,71.69,6.93,100,1.0,1.0
Cotton,28.55,61.33,11.51,180,1.0,1.0
Chickpea,31.12,46.33,1.2,100,1.0,1.85
Rice,18.0,75.52,10.27,150,1.0,1.0
Cotton,33.05,60.68,13.97,180,1.0,1.0
Maize,18.95,30.79,16.5,110,1.0,1.0
Onion,22.84,80.22,3.11,130,1.0,1.0
Onion,27.12,36.53,8.17,130,1.0,1.0
Cotton,36.55,55.64,17.84,180,1.0,1.0
Cotton,21.46,33.58,1.07,180,1.0,2.06
Potato,31.77,57.93,2.29,100,1.0,1.75
Cotton,28.39,67.38,1.8,180,1.0,1.69
Banana,31.41,44.39,13.61,365,1.0,1.0
Potato,22.76,74.36,16.46,100,1.0,1.0
Rice,36.3,62.42,10.35,150,1.0,1.0
Tomato,41.59,44.27,3.49,120,1.0,3.1
Tomato,17.73,62.17,1.14,120,1.0,1.46
Tomato,24.19,86.39,6.16,120,1.0,1.0
Cotton,27.08,38.84,17.7,180,1.0,1.0
Banana,24.36,47.12,8.07,365,1.0,1.0
Rice,35.65,79.83,5.22,150,1.0,1.63
Cotton,30.93,30.14,2.45,180,1.0,2.37
Tomato,15.33,44.61,19.66,120,1.0,1.0
Chickpea,19.15,64.87,3.15,100,1.0,1.0
Sugarcane,40.26,83.46,0.19,365,1.0,4.21
Maize,22.38,87.36,15.24,110,1.0,1.0
Maize,44.31,42.8,15.15,110,1.0,1.0
Tomato,34.68,47.34,17.04,120,1.0,1.0
Potato,42.12,61.97,19.51,100,1.0,1.0
Potato,24.31,33.32,9.07,100,1.0,1.0
Cotton,23.88,49.98,4.45,180,1.0,1.0
Rice,23.66,55.4,18.31,150,1.0,1.0
Wheat,24.76,61.4,11.16,120,1.0,1.0
Cotton,29.55,24.95,17.16,180,1.0,1.0
Banana,20.5,73.67,5.94,365,1.0,1.0
Rice,37.25,64.82,8.5,150,1.0,1.0
Onion,34.9,29.2,16.28,130,1.0,1.0
Wheat,30.86,82.78,8.68,120,1.0,1.0
Maize,37.72,58.37,14.55,110,1.0,1.0
Chickpea,32.66,60.01,6.18,100,1.0,1.0
Onion,22.71,88.16,10.32,130,1.0,1.0
Wheat,30.16,87.13,14.87,120,1.0,1.0
Rice,24.31,82.07,8.2,150,1.0,1.0
Maize,28.98,55.68,10.68,110,1.0,1.0
Banana,32.44,77.97,12.7,365,1.0,1.0
Onion,42.07,34.2,15.43,130,1.0,1.0
Rice,40.3,39.68,6.3,150,1.0,3.35
Maize,20.82,73.52,4.73,110,1.0,1.0
Wheat,44.27,24.95,9.88,120,1.0,1.0
Potato,36.2,27.65,5.68,100,1.0,1.19
Wheat,27.87,61.04,3.48,120,1.0,1.0
Onion,28.99,84.02,2.73,130,1.0,1.0
Rice,43.37,78.34,4.6,150,1.0,3.09
Sugarcane,36.92,71.96,2.23,365,1.0,3.17
Rice,28.84,87.58,10.11,150,1.0,1.0
Sugarcane,21.31,81.91,5.64,365,1.0,1.0
Cotton,38.9,57.96,0.38,180,1.0,3.66
Maize,38.13,56.21,5.44,110,1.0,1.32
Banana,37.3,28.08,6.38,365,1.0,2.91
Cotton,18.14,67.08,4.53,180,1.0,1.0
Banana,28.73,27.66,12.04,365,1.0,1.0
Tomato,33.13,86.46,8.98,120,1.0,1.0
Chickpea,25.6,64.34,5.89,100,1.0,1.0
Tomato,39.48,45.7,19.41,120,1.0,1.0
Onion,39.44,38.31,2.95,130,1.0,2.69
Wheat,38.76,51.05,16.78,120,1.0,1.0
Cotton,38.19,52.44,1.57,180,1.0,3.12
Banana,42.9,78.65,3.96,365,1.0,3.1
Wheat,22.78,28.18,10.5,120,1.0,1.0
Onion,23.45,28.31,16.7,130,1.0,1.0
Banana,23.18,27.07,12.48,365,1.0,1.0
Cotton,41.08,25.2,12.43,180,1.0,1.0
Rice,42.2,77.78,7.17,150,1.0,1.65
Maize,36.86,87.08,7.41,110,1.0,1.0
Maize,36.81,54.32,5.49,110,1.0,1.19
Rice,19.88,72.8,6.43,150,1.0,1.0
Onion,28.34,40.74,7.11,130,1.0,1.0
Maize,37.77,29.53,2.55,110,1.0,3.46
Onion,15.83,42.43,7.63,130,1.0,1.0
Rice,18.65,52.2,17.82,150,1.0,1.0
Tomato,30.99,41.55,0.9,120,1.0,3.12
Wheat,18.37,58.89,12.8,120,1.0,1.0
Chickpea,36.93,56.15,16.55,100,1.0,1.0
Tomato,27.91,26.28,16.09,120,1.0,1.0
Wheat,24.17,62.92,8.77,120,1.0,1.0
Rice,34.09,31.81,18.86,150,1.0,1.0
Tomato,29.93,20.26,19.86,120,1.0,1.0
Chickpea,40.95,25.98,10.29,100,1.0,1.0
Rice,19.35,74.78,18.04,150,1.0,1.0
Cotton,36.37,86.88,13.29,180,1.0,1.0
Wheat,27.18,73.2,19.92,120,1.0,1.0
Onion,16.62,22.6,0.8,130,1.0,1.82
Maize,35.74,68.45,13.02,110,1.0,1.0
Sugarcane,34.79,56.11,18.75,365,1.0,1.0
Rice,35.27,52.71,3.67,150,1.0,3.3
Wheat,34.46,56.56,4.4,120,1.0,1.19
Maize,39.6,72.45,0.39,110,1.0,3.55
Potato,23.91,23.33,15.89,100,1.0,1.0
Onion,35.53,46.0,1.19,130,1.0,2.93
Tomato,27.51,38.0,10.44,120,1.0,1.0
Wheat,15.99,29.73,1.89,120,1.0,1.29
Potato,20.57,82.32,17.06,100,1.0,1.0
Rice,42.97,83.87,0.66,150,1.0,4.76
Potato,17.27,48.42,13.39,100,1.0,1.0
Wheat,44.7,40.57,8.56,120,1.0,1.0
Sugarcane,27.66,28.0,7.96,365,1.0,1.0
Chickpea,18.18,26.62,16.04,100,1.0,1.0
Banana,28.18,33.23,12.65,365,1.0,1.0
Banana,40.58,67.85,18.54,365,1.0,1.0
Banana,22.87,24.72,16.82,365,1.0,1.0
Tomato,36.59,73.24,5.32,120,1.0,1.0
Sugarcane,44.34,41.36,13.17,365,1.0,1.0
Banana,39.22,82.73,3.86,365,1.0,2.48
Maize,21.36,27.96,6.98,110,1.0,1.0
Maize,40.17,82.6,14.06,110,1.0,1.0
Onion,21.02,89.62,8.54,130,1.0,1.0
Rice,20.62,46.1,7.57,150,1.0,1.0
Maize,34.63,65.57,10.54,110,1.0,1.0
Potato,18.73,46.2,14.06,100,1.0,1.0
Rice,41.52,45.79,17.68,150,1.0,1.0
Tomato,34.64,36.49,5.37,120,1.0,1.44
Maize,19.61,76.74,5.29,110,1.0,1.0
Onion,36.1,75.94,17.24,130,1.0,1.0
Maize,27.22,47.86,15.56,110,1.0,1.0
Wheat,31.46,56.4,14.89,120,1.0,1.0
Cotton,42.86,87.88,14.57,180,1.0,1.0
Banana,35.89,32.54,11.25,365,1.0,1.0
Sugarcane,29.63,28.29,3.97,365,1.0,2.59
Banana,43.78,47.97,3.33,365,1.0,4.86
Sugarcane,37.86,89.18,6.44,365,1.0,1.0
Chickpea,26.82,56.66,12.73,100,1.0,1.0
Tomato,24.58,60.65,1.65,120,1.0,1.73
Banana,25.07,32.81,1.25,365,1.0,3.4
Tomato,42.37,54.63,19.37,120,1.0,1.0
Wheat,39.93,49.41,0.16,120,1.0,4.12
Onion,33.37,35.48,16.85,130,1.0,1.0
Potato,19.92,62.54,5.05,100,1.0,1.0
Wheat,36.45,86.07,18.28,120,1.0,1.0
Sugarcane,32.65,88.92,17.74,365,1.0,1.0
Rice,26.43,89.24,19.93,150,1.0,1.0
Sugarcane,43.28,82.72,15.17,365,1.0,1.0
Banana,34.77,59.5,19.33,365,1.0,1.0
Wheat,17.97,85.33,13.9,120,1.0,1.0
Sugarcane,34.59,48.39,0.53,365,1.0,4.46
Cotton,21.21,76.59,8.62,180,1.0,1.0
Wheat,37.89,20.34,6.75,120,1.0,1.34
Banana,17.03,37.48,0.73,365,1.0,2.66
Tomato,33.24,73.21,8.66,120,1.0,1.0
Sugarcane,31.2,45.68,17.67,365,1.0,1.0
Onion,44.65,20.47,0.22,130,1.0,5.27
Maize,43.65,45.84,2.26,110,1.0,3.96
Rice,26.39,49.55,12.04,150,1.0,1.0
Wheat,35.84,52.75,19.03,120,1.0,1.0
Sugarcane,26.36,47.15,16.29,365,1.0,1.0
Rice,34.55,45.83,1.68,150,1.0,4.41
Sugarcane,26.69,81.74,0.5,365,1.0,2.62
Cotton,40.05,73.68,3.58,180,1.0,1.75
Cotton,26.1,59.03,5.77,180,1.0,1.0
Wheat,40.15,22.1,18.8,120,1.0,1.0
Rice,37.97,20.45,2.34,150,1.0,5.63
Cotton,42.43,23.23,5.4,180,1.0,2.61
Sugarcane,41.52,72.96,14.39,365,1.0,1.0
Maize,18.4,55.89,4.41,110,1.0,1.0
Maize,22.81,29.94,9.94,110,1.0,1.0
Maize,18.76,88.84,16.16,110,1.0,1.0
Rice,29.68,84.46,12.34,150,1.0,1.0
Onion,15.34,87.68,10.04,130,1.0,1.0
Onion,20.65,60.4,17.59,130,1.0,1.0
Maize,21.82,75.01,8.24,110,1.0,1.0
Onion,21.53,76.08,1.72,130,1.0,1.0
Cotton,33.99,50.76,1.18,180,1.0,2.89
Sugarcane,21.31,89.98,0.07,365,1.0,2.2
Potato,40.41,73.36,14.25,100,1.0,1.0
Banana,22.76,38.06,15.45,365,1.0,1.0
Wheat,16.99,64.6,19.46,120,1.0,1.0
Potato,43.66,84.68,5.4,100,1.0,1.0
Chickpea,37.83,55.62,5.3,100,1.0,1.0
Potato,28.1,31.75,7.37,100,1.0,1.0
Cotton,19.21,58.4,8.91,180,1.0,1.0
Chickpea,17.36,68.72,18.64,100,1.0,1.0
Rice,18.68,36.13,15.47,150,1.0,1.0
Tomato,42.88,67.53,15.53,120,1.0,1.0
Cotton,17.98,88.85,18.62,180,1.0,1.0
Cotton,42.2,48.1,4.93,180,1.0,2.06
Tomato,37.89,64.35,8.92,120,1.0,1.0
Banana,42.12,47.47,1.52,365,1.0,5.48
Chickpea,42.33,85.98,3.22,100,1.0,1.0
Wheat,42.89,64.61,2.85,120,1.0,2.69
Wheat,31.96,50.11,16.13,120,1.0,1.0
Maize,44.67,38.13,19.25,110,1.0,1.0
Cotton,39.51,85.27,18.12,180,1.0,1.0
Wheat,35.76,24.64,10.66,120,1.0,1.0
Onion,41.68,57.93,12.37,130,1.0,1.0
Tomato,35.71,28.83,0.75,120,1.0,4.09
Wheat,33.64,82.91,9.18,120,1.0,1.0
Tomato,17.06,65.42,7.21,120,1.0,1.0
Wheat,30.01,68.1,15.79,120,1.0,1.0
Maize,36.99,37.0,9.9,110,1.0,1.0
Maize,32.99,53.55,15.42,110,1.0,1.0
Maize,19.27,86.82,2.36,110,1.0,1.0
Rice,31.55,40.83,15.08,150,1.0,1.0
Onion,41.98,22.61,5.9,130,1.0,1.98
Rice,19.76,72.73,13.94,150,1.0,1.0
Tomato,22.81,50.61,11.46,120,1.0,1.0
Maize,27.97,69.06,6.3,110,1.0,1.0
Banana,18.2,51.94,15.34,365,1.0,1.0
Sugarcane,23.8,67.08,4.14,365,1.0,1.0
Onion,27.0,87.62,1.51,130,1.0,1.21
Rice,30.79,37.6,3.02,150,1.0,3.41
Banana,41.42,38.75,19.66,365,1.0,1.0
Cotton,29.81,75.22,7.4,180,1.0,1.0
Maize,26.15,45.43,5.43,110,1.0,1.0
Potato,18.99,64.91,15.02,100,1.0,1.0
Rice,28.38,33.04,2.84,150,1.0,3.26
Chickpea,40.0,27.66,1.19,100,1.0,3.02
Tomato,32.31,56.64,19.78,120,1.0,1.0
Sugarcane,37.19,71.72,7.22,365,1.0,1.0
Onion,44.75,58.28,6.99,130,1.0,1.0
Tomato,34.56,35.76,0.25,120,1.0,4.01
Onion,24.15,86.47,12.68,130,1.0,1.0
Cotton,16.51,59.26,2.16,180,1.0,1.0
Tomato,20.85,23.03,8.88,120,1.0,1.0
Cotton,19.18,30.41,17.61,180,1.0,1.0
Banana,35.98,57.1,6.26,365,1.0,1.74
Chickpea,16.99,86.53,13.28,100,1.0,1.0
Banana,37.53,86.49,4.74,365,1.0,1.68
Sugarcane,22.11,66.38,2.1,365,1.0,1.74
Banana,44.88,22.69,11.91,365,1.0,1.89
Maize,34.53,80.12,5.94,110,1.0,1.0
Sugarcane,24.84,79.62,11.74,365,1.0,1.0
Maize,21.08,66.59,9.93,110,1.0,1.0
Sugarcane,27.35,89.96,12.23,365,1.0,1.0
Cotton,41.39,52.48,11.09,180,1.0,1.0
Onion,35.44,24.21,8.89,130,1.0,1.0
Sugarcane,22.89,75.03,14.4,365,1.0,1.0
Wheat,21.97,29.2,13.76,120,1.0,1.0
Onion,33.4,22.14,12.41,130,1.0,1.0
Sugarcane,30.9,46.09,16.72,365,1.0,1.0
Rice,16.09,74.23,4.63,150,1.0,1.0
Sugarcane,35.57,27.89,18.47,365,1.0,1.0
Wheat,31.18,53.24,17.27,120,1.0,1.0
Tomato,39.4,89.82,12.53,120,1.0,1.0
Wheat,42.56,66.26,0.57,120,1.0,3.74
Potato,15.58,45.65,14.4,100,1.0,1.0
Cotton,16.59,35.07,7.53,180,1.0,1.0
Cotton,36.69,84.9,0.01,180,1.0,2.91
Cotton,39.9,85.3,15.5,180,1.0,1.0
Onion,36.0,76.85,19.75,130,1.0,1.0
Maize,37.68,30.13,13.8,110,1.0,1.0
Banana,43.08,87.38,1.28,365,1.0,4.1
Maize,30.33,46.22,8.18,110,1.0,1.0
Onion,44.92,78.19,4.18,130,1.0,1.59
Rice,21.37,66.41,14.61,150,1.0,1.0
Onion,44.61,39.12,10.33,130,1.0,1.0
Wheat,38.33,29.22,0.6,120,1.0,4.24
Potato,38.13,66.12,18.36,100,1.0,1.0
Chickpea,20.75,49.13,18.99,100,1.0,1.0
Sugarcane,34.37,30.05,16.24,365,1.0,1.0
Onion,34.65,88.89,3.67,130,1.0,1.0
Rice,38.02,33.32,10.95,150,1.0,1.0
Chickpea,39.61,24.52,16.59,100,1.0,1.0
Tomato,21.17,24.73,1.69,120,1.0,2.03
Potato,40.73,83.43,10.47,100,1.0,1.0
Onion,42.68,62.58,16.66,130,1.0,1.0
Rice,25.34,40.34,11.32,150,1.0,1.0
Chickpea,38.49,81.52,9.26,100,1.0,1.0
Rice,28.28,22.41,16.88,150,1.0,1.0
Banana,43.57,21.46,18.15,365,1.0,1.0
Banana,32.28,24.62,1.77,365,1.0,4.44
Tomato,17.11,71.37,8.93,120,1.0,1.0
Cotton,36.49,33.33,2.22,180,1.0,3.08
Maize,34.64,56.64,3.11,110,1.0,2.07
Wheat,31.64,59.9,0.9,120,1.0,2.58
Cotton,42.78,40.86,5.34,180,1.0,2.16
Wheat,23.77,78.99,4.25,120,1.0,1.0
Onion,31.23,84.77,18.04,130,1.0,1.0
Chickpea,24.57,66.43,18.2,100,1.0,1.0
Tomato,42.92,59.01,17.53,120,1.0,1.0
Maize,15.93,42.92,15.76,110,1.0,1.0
Rice,21.17,84.11,11.03,150,1.0,1.0
Cotton,36.22,85.25,13.54,180,1.0,1.0
Banana,32.53,28.41,14.17,365,1.0,1.0
Cotton,15.14,41.97,3.98,180,1.0,1.0
Maize,26.01,67.27,1.48,110,1.0,1.81
Potato,20.38,53.07,15.47,100,1.0,1.0
Maize,32.16,52.85,10.96,110,1.0,1.0
Tomato,34.88,38.41,1.03,120,1.0,3.6
Chickpea,34.83,83.15,17.53,100,1.0,1.0
Maize,20.7,75.99,6.88,110,1.0,1.0
Wheat,43.88,28.22,9.22,120,1.0,1.0
Sugarcane,38.68,63.74,5.14,365,1.0,2.24
Chickpea,32.45,26.56,16.58,100,1.0,1.0
Rice,42.17,77.51,10.78,150,1.0,1.0
Banana,32.71,23.09,5.68,365,1.0,2.6
Cotton,42.5,77.18,2.02,180,1.0,2.69
Banana,16.0,43.24,6.32,365,1.0,1.0
Tomato,31.17,31.31,4.53,120,1.0,1.55
Chickpea,30.64,58.08,15.49,100,1.0,1.0
Chickpea,36.91,68.74,1.53,100,1.0,1.74
Onion,30.34,59.36,2.13,130,1.0,1.67
Potato,20.34,57.09,8.92,100,1.0,1.0
Cotton,26.64,67.68,8.4,180,1.0,1.0
Banana,33.48,28.29,3.98,365,1.0,3.42
Sugarcane,42.8,70.33,17.01,365,1.0,1.0
Potato,21.72,54.68,0.7,100,1.0,1.79
Onion,31.38,55.53,0.78,130,1.0,2.52
Cotton,31.72,53.87,0.8,180,1.0,2.77
Tomato,44.27,30.47,5.61,120,1.0,2.9
Chickpea,25.45,42.98,6.18,100,1.0,1.0
Tomato,41.64,72.25,14.15,120,1.0,1.0
Sugarcane,27.56,64.4,11.83,365,1.0,1.0
Rice,28.72,78.14,15.03,150,1.0,1.0
Onion,38.34,73.15,9.27,130,1.0,1.0
Sugarcane,38.82,68.27,6.4,365,1.0,1.47
Maize,29.13,81.85,3.77,110,1.0,1.0
Onion,24.7,80.69,2.96,130,1.0,1.0
Onion,23.16,85.76,1.84,130,1.0,1.0
Banana,42.63,89.14,15.17,365,1.0,1.0
Onion,21.39,43.74,0.34,130,1.0,2.11
Chickpea,35.56,29.62,5.87,100,1.0,1.0
Onion,17.85,61.42,8.83,130,1.0,1.0
Sugarcane,41.25,44.45,10.69,365,1.0,1.0
Onion,35.22,40.82,5.0,130,1.0,1.11
Cotton,23.89,35.47,5.1,180,1.0,1.0
Rice,39.48,31.35,8.27,150,1.0,2.54
Banana,27.15,62.67,4.52,365,1.0,1.28
Chickpea,40.78,42.69,18.65,100,1.0,1.0
Banana,33.96,46.33,18.57,365,1.0,1.0
Chickpea,29.65,20.48,8.02,100,1.0,1.0
Chickpea,21.23,46.44,9.71,100,1.0,1.0
Rice,27.98,31.27,0.31,150,1.0,4.51
Chickpea,31.99,40.23,18.48,100,1.0,1.0
Sugarcane,27.97,60.36,8.68,365,1.0,1.0
Banana,15.79,56.63,17.7,365,1.0,1.0
Rice,44.03,47.68,7.99,150,1.0,2.88
Banana,24.87,63.74,7.71,365,1.0,1.0
Wheat,38.25,80.85,18.28,120,1.0,1.0
Banana,36.12,45.68,18.86,365,1.0,1.0
Potato,30.37,27.27,13.97,100,1.0,1.0
Onion,41.62,71.04,7.85,130,1.0,1.0
Tomato,15.89,79.12,6.76,120,1.0,1.0
Chickpea,36.38,58.32,8.46,100,1.0,1.0
Sugarcane,27.9,23.43,4.83,365,1.0,2.04
Cotton,25.65,39.75,19.68,180,1.0,1.0
Rice,27.32,66.31,17.07,150,1.0,1.0
Chickpea,16.68,48.21,15.78,100,1.0,1.0
Maize,29.51,78.49,16.22,110,1.0,1.0
Wheat,36.4,68.99,19.43,120,1.0,1.0
Banana,18.59,70.48,10.33,365,1.0,1.0
Sugarcane,16.46,36.05,5.35,365,1.0,1.0
Tomato,30.77,20.07,14.99,120,1.0,1.0
Sugarcane,27.08,36.62,16.74,365,1.0,1.0
Maize,25.13,33.56,10.69,110,1.0,1.0
Chickpea,31.42,42.27,1.01,100,1.0,2.03
Onion,20.28,63.88,8.05,130,1.0,1.0
Chickpea,25.52,26.44,5.09,100,1.0,1.0
Chickpea,18.57,73.2,9.68,100,1.0,1.0
Sugarcane,33.48,61.18,2.49,365,1.0,2.93
Wheat,15.17,43.19,0.33,120,1.0,1.84
Chickpea,41.17,36.92,15.42,100,1.0,1.0
Tomato,25.53,38.72,14.97,120,1.0,1.0
Potato,27.46,70.44,15.38,100,1.0,1.0
Wheat,25.23,36.23,15.62,120,1.0,1.0
Rice,30.59,54.4,4.41,150,1.0,2.18
Banana,28.27,60.09,7.25,365,1.0,1.0
Sugarcane,33.49,53.47,12.25,365,1.0,1.0
Maize,17.04,78.95,8.08,110,1.0,1.0
Rice,15.61,58.98,10.57,150,1.0,1.0
Maize,41.21,81.24,10.91,110,1.0,1.0
Chickpea,21.88,80.83,14.66,100,1.0,1.0
Cotton,39.35,87.75,6.97,180,1.0,1.0
Cotton,28.65,85.35,16.28,180,1.0,1.0
Maize,26.85,82.7,12.97,110,1.0,1.0
Onion,37.92,85.38,6.65,130,1.0,1.0
Wheat,27.69,22.0,19.22,120,1.0,1.0
Maize,42.8,74.67,10.33,110,1.0,1.0
Cotton,37.28,73.66,16.39,180,1.0,1.0
Maize,41.27,56.77,13.38,110,1.0,1.0
Tomato,44.17,54.44,3.63,120,1.0,3.07
Rice,34.19,80.38,1.81,150,1.0,3.13
Tomato,19.01,28.93,1.05,120,1.0,2.09
Tomato,20.25,47.12,2.67,120,1.0,1.1
Tomato,28.77,44.85,7.93,120,1.0,1.0
Rice,18.92,89.45,16.68,150,1.0,1.0
Onion,23.62,77.37,13.12,130,1.0,1.0
Banana,34.76,54.03,14.63,365,1.0,1.0
Wheat,31.43,83.27,9.27,120,1.0,1.0
Rice,16.72,74.86,18.18,150,1.0,1.0
Tomato,34.98,47.49,0.53,120,1.0,3.63
Wheat,32.01,30.31,9.27,120,1.0,1.0
Rice,19.79,28.32,9.2,150,1.0,1.0
Rice,20.43,36.64,7.28,150,1.0,1.0
Tomato,39.95,53.33,1.54,120,1.0,3.58
Onion,17.12,23.21,4.01,130,1.0,1.0
Banana,28.47,75.64,9.46,365,1.0,1.0
Chickpea,27.09,39.28,1.73,100,1.0,1.39
Sugarcane,33.59,62.54,17.91,365,1.0,1.0
Cotton,18.86,58.66,11.37,180,1.0,1.0
Wheat,40.55,73.82,19.36,120,1.0,1.0
Rice,25.32,21.12,12.45,150,1.0,1.0
Wheat,22.49,39.9,12.23,120,1.0,1.0
Rice,25.86,21.3,0.56,150,1.0,4.34
Potato,35.87,56.69,2.73,100,1.0,1.95
Maize,35.16,23.33,4.73,110,1.0,2.17
Cotton,28.24,55.06,10.19,180,1.0,1.0
Potato,35.32,72.05,0.94,100,1.0,2.44
Chickpea,26.03,70.93,17.25,100,1.0,1.0
Potato,19.38,86.03,10.0,100,1.0,1.0
Wheat,32.11,82.75,8.74,120,1.0,1.0
Wheat,40.64,57.39,19.22,120,1.0,1.0
Sugarcane,44.18,36.39,9.78,365,1.0,1.89
Tomato,31.4,25.38,3.45,120,1.0,2.26
Tomato,29.24,55.17,5.88,120,1.0,1.0
Wheat,20.38,75.03,3.66,120,1.0,1.0
Rice,33.44,65.95,3.18,150,1.0,2.83
Maize,42.96,68.91,8.85,110,1.0,1.0
Potato,31.91,54.03,16.2,100,1.0,1.0
Sugarcane,30.07,84.9,10.61,365,1.0,1.0
Wheat,44.85,21.18,16.42,120,1.0,1.0
Wheat,20.15,73.88,3.64,120,1.0,1.0
Sugarcane,24.86,54.74,8.7,365,1.0,1.0
Tomato,33.21,51.96,1.36,120,1.0,2.89
Tomato,20.75,24.33,9.63,120,1.0,1.0
Sugarcane,42.84,72.6,15.8,365,1.0,1.0
Chickpea,31.56,69.96,0.11,100,1.0,2.05
Banana,41.82,85.46,10.27,365,1.0,1.0
Maize,37.83,22.97,13.5,110,1.0,1.0
Banana,16.1,48.88,3.29,365,1.0,1.09
Cotton,26.05,71.23,16.06,180,1.0,1.0
Onion,18.29,34.96,10.78,130,1.0,1.0
Onion,42.63,68.42,10.04,130,1.0,1.0
Banana,19.53,52.47,3.82,365,1.0,1.06
Sugarcane,42.75,57.07,5.41,365,1.0,2.98
Maize,24.29,82.14,13.42,110,1.0,1.0
Potato,25.84,36.33,8.72,100,1.0,1.0
Banana,22.16,82.75,16.65,365,1.0,1.0
Banana,44.93,20.52,6.07,365,1.0,4.92
Chickpea,17.34,58.31,2.99,100,1.0,1.0
Maize,31.8,68.1,1.01,110,1.0,2.54
Banana,29.05,65.57,8.1,365,1.0,1.0
Maize,37.64,73.27,8.27,110,1.0,1.0
Rice,25.35,61.77,0.6,150,1.0,3.21
Chickpea,16.32,77.86,9.08,100,1.0,1.0
Tomato,38.09,59.95,12.63,120,1.0,1.0
Banana,39.02,76.9,1.2,365,1.0,3.99
Rice,19.36,79.14,8.52,150,1.0,1.0
Potato,41.29,62.74,6.56,100,1.0,1.0
Sugarcane,32.17,34.07,0.35,365,1.0,4.62
Rice,37.13,41.05,14.84,150,1.0,1.0
Banana,36.69,26.33,0.87,365,1.0,5.61
Potato,39.65,81.23,0.22,100,1.0,2.97
Rice,33.78,87.4,11.95,150,1.0,1.0
Tomato,39.02,59.03,17.01,120,1.0,1.0
Cotton,19.57,35.81,16.54,180,1.0,1.0
Cotton,35.05,70.94,18.18,180,1.0,1.0
Wheat,38.64,58.42,14.89,120,1.0,1.0
Cotton,19.19,27.78,19.47,180,1.0,1.0
Rice,25.27,49.83,2.73,150,1.0,2.44
Banana,37.39,69.97,1.81,365,1.0,3.72
Rice,42.38,27.18,2.14,150,1.0,6.38
Tomato,24.79,37.9,11.35,120,1.0,1.0
Cotton,38.43,76.03,14.76,180,1.0,1.0
Wheat,15.26,79.84,15.36,120,1.0,1.0
Tomato,26.37,78.02,6.54,120,1.0,1.0
Sugarcane,17.27,80.02,3.78,365,1.0,1.0
Onion,32.96,31.73,1.35,130,1.0,2.89
Tomato,23.0,87.49,16.08,120,1.0,1.0
Onion,43.76,21.61,9.45,130,1.0,1.0
Chickpea,16.2,61.17,14.03,100,1.0,1.0
Wheat,22.37,44.62,11.13,120,1.0,1.0
Rice,17.1,38.51,18.61,150,1.0,1.0
Potato,18.18,85.25,2.15,100,1.0,1.0
Onion,30.13,64.95,10.61,130,1.0,1.0
Chickpea,38.62,22.16,2.32,100,1.0,2.42
Wheat,19.72,50.31,3.23,120,1.0,1.0
Sugarcane,33.94,45.68,7.99,365,1.0,1.0
Banana,44.71,38.67,3.49,365,1.0,5.36
Onion,19.12,48.39,16.41,130,1.0,1.0
Maize,22.78,49.68,14.87,110,1.0,1.0
Sugarcane,40.1,35.97,2.51,365,1.0,4.78
Onion,39.4,46.44,0.93,130,1.0,3.49
Tomato,19.6,44.9,14.97,120,1.0,1.0
Chickpea,15.9,31.4,9.52,100,1.0,1.0
Rice,44.41,53.69,15.88,150,1.0,1.0
Onion,31.33,78.82,2.26,130,1.0,1.3
Wheat,34.68,70.96,16.7,120,1.0,1.0
Banana,24.67,64.35,15.22,365,1.0,1.0
Maize,29.72,57.39,8.78,110,1.0,1.0
Maize,33.27,61.86,3.47,110,1.0,1.61
Rice,38.71,63.1,3.76,150,1.0,3.42
Tomato,40.21,63.83,3.53,120,1.0,2.3
Wheat,29.27,53.66,4.54,120,1.0,1.0
Cotton,41.54,29.98,5.66,180,1.0,2.14
Banana,18.78,32.33,13.02,365,1.0,1.0
Wheat,21.24,59.46,16.2,120,1.0,1.0
Chickpea,43.41,71.85,5.4,100,1.0,1.0
Rice,21.87,74.04,15.83,150,1.0,1.0
Maize,42.05,46.31,16.47,110,1.0,1.0
Maize,32.99,74.35,14.26,110,1.0,1.0
Potato,19.23,62.64,0.03,100,1.0,1.85
Rice,43.87,59.53,11.19,150,1.0,1.0
Tomato,27.18,50.51,12.42,120,1.0,1.0
Chickpea,19.24,55.38,18.72,100,1.0,1.0
Banana,22.23,69.75,19.62,365,1.0,1.0
Sugarcane,27.19,80.58,14.16,365,1.0,1.0
Tomato,33.99,86.5,3.86,120,1.0,1.0
Maize,38.45,71.84,19.38,110,1.0,1.0
