N,P,K,temperature,humidity,ph,rainfall,label
151.42,44.78,140.0,28.08,75.35,6.49,1342.6,Coconut
179.69,53.56,182.53,31.5,78.3,6.69,906.0,Coconut
153.08,49.47,194.6,28.43,81.53,6.66,1034.1,Coconut
109.53,46.88,185.83,28.87,79.8,6.68,1233.5,Coconut
165.21,42.44,151.45,28.28,82.42,6.4,1083.0,Coconut
138.6,46.02,227.74,28.19,78.45,6.18,1040.9,Coconut
151.07,39.61,203.98,27.95,77.02,6.48,1131.1,Coconut
119.28,45.04,197.81,28.45,79.43,6.69,1427.8,Coconut
177.23,38.67,185.02,28.86,79.64,6.12,922.2,Coconut
171.7,42.9,235.16,30.1,84.41,6.58,991.4,Coconut
128.76,33.18,185.58,25.13,85.87,6.71,1045.1,Coconut
172.73,45.68,238.16,31.32,78.38,6.53,977.6,Coconut
129.27,48.97,199.47,31.12,83.14,6.37,1038.4,Coconut
145.39,41.82,202.9,27.89,77.04,6.51,992.4,Coconut
143.08,40.7,158.23,27.04,81.66,6.48,827.5,Coconut
170.31,48.49,222.65,29.18,77.57,6.69,861.9,Coconut
152.66,30.0,225.96,25.92,82.8,6.38,1211.3,Coconut
163.91,43.81,189.28,28.47,77.98,6.73,1186.1,Coconut
146.73,38.26,201.35,25.68,81.42,6.69,1206.9,Coconut
164.14,48.85,242.76,26.43,79.2,6.54,965.3,Coconut
156.41,43.14,169.48,29.4,79.52,6.69,1257.7,Coconut
149.24,44.32,175.72,29.08,77.37,6.11,1294.8,Coconut
163.65,52.0,247.02,30.13,80.32,6.13,1044.0,Coconut
143.85,43.58,228.41,28.69,75.19,6.38,1159.6,Coconut
143.77,47.07,225.0,26.22,83.25,6.38,1095.9,Coconut
105.31,36.63,236.29,29.96,79.82,6.65,1100.0,Coconut
108.84,43.41,200.3,31.01,78.58,6.53,971.9,Coconut
175.39,36.22,182.53,25.93,77.85,6.43,886.5,Coconut
153.74,41.24,223.0,28.8,78.08,6.39,1026.9,Coconut
165.49,44.3,205.65,28.08,80.94,6.89,1160.0,Coconut
168.9,47.54,247.06,29.0,81.51,6.54,1067.7,Coconut
139.28,46.86,210.32,32.07,78.79,6.32,865.9,Coconut
154.69,33.98,247.24,27.97,75.48,6.72,1267.7,Coconut
173.95,45.8,208.5,26.84,79.24,6.55,941.6,Coconut
170.07,38.59,163.52,27.43,78.56,6.85,1221.5,Coconut
151.69,52.67,195.01,27.84,81.04,6.47,1056.8,Coconut
158.69,37.5,258.83,27.06,85.18,6.53,965.9,Coconut
157.99,38.25,205.34,24.46,82.58,6.03,959.8,Coconut
176.98,49.64,216.3,27.38,80.4,6.42,999.4,Coconut
148.43,56.41,209.33,25.51,80.12,6.26,942.8,Coconut
187.73,44.03,229.17,26.9,83.86,6.69,821.2,Coconut
168.06,47.06,161.0,26.21,79.99,6.54,904.3,Coconut
149.81,52.26,175.74,27.12,81.25,6.63,1202.4,Coconut
147.88,43.6,194.03,25.09,79.61,6.44,872.1,Coconut
149.79,41.25,237.99,26.05,84.27,6.52,979.8,Coconut
167.71,44.06,234.26,27.73,79.77,6.6,1300.0,Coconut
174.28,44.53,239.48,26.83,84.37,6.55,1238.6,Coconut
171.23,52.02,200.74,27.68,82.62,6.43,1028.7,Coconut
144.25,38.17,165.02,29.0,78.72,6.26,1030.2,Coconut
132.11,45.77,245.37,29.69,74.22,6.4,998.6,Coconut
146.7,51.13,221.29,28.97,79.34,6.45,1087.9,Coconut
122.59,48.1,186.47,27.67,81.71,6.39,848.9,Coconut
158.89,45.63,230.94,27.8,82.51,6.97,1083.6,Coconut
167.44,44.36,204.87,25.69,82.1,6.24,914.2,Coconut
115.67,38.5,172.22,25.67,77.29,6.81,1038.1,Coconut
155.9,45.56,168.03,28.2,79.31,6.36,1068.6,Coconut
158.71,48.58,170.13,26.74,75.47,6.34,1082.2,Coconut
169.38,37.35,280.0,27.83,80.45,6.2,1155.6,Coconut
178.64,44.29,200.85,26.62,77.53,6.77,1428.0,Coconut
144.34,44.75,203.22,27.1,80.98,6.28,1272.4,Coconut
139.97,48.9,211.7,28.87,77.05,6.96,1247.7,Coconut
130.13,38.2,195.88,28.49,81.02,6.25,720.9,Coconut
142.69,45.62,189.79,30.48,82.11,6.87,1359.6,Coconut
134.58,44.52,238.46,27.88,80.57,6.58,1244.7,Coconut
122.72,47.52,207.94,28.6,74.02,6.37,1112.0,Coconut
183.84,40.2,191.34,29.74,80.39,6.42,821.7,Coconut
130.51,49.64,210.27,27.16,79.11,6.6,759.0,Coconut
121.37,46.89,167.84,28.31,79.15,6.63,1158.1,Coconut
157.07,53.5,211.39,29.37,79.45,6.06,983.0,Coconut
133.57,51.63,174.33,28.74,79.47,6.7,1142.2,Coconut
105.38,37.96,159.5,27.55,79.13,6.57,1175.8,Coconut
159.06,49.71,242.84,31.57,81.3,6.79,892.0,Coconut
144.08,57.26,167.46,28.97,80.57,6.24,950.6,Coconut
141.57,39.02,170.91,29.72,76.0,6.77,858.8,Coconut
141.29,37.11,194.08,26.59,80.4,6.32,795.0,Coconut
162.47,51.18,234.58,30.8,77.08,6.23,887.8,Coconut
152.22,48.14,213.09,30.51,80.35,6.47,1043.0,Coconut
100.0,37.11,229.86,29.08,78.69,6.74,638.4,Coconut
169.67,41.6,190.35,24.69,79.39,6.26,1075.2,Coconut
179.41,42.52,249.58,27.17,78.31,6.66,1157.7,Coconut
152.12,56.56,244.25,29.92,79.29,6.46,985.0,Coconut
136.01,35.86,238.96,27.61,78.25,6.75,920.7,Coconut
150.22,43.42,236.15,30.05,83.03,7.0,1141.2,Coconut
174.49,38.7,225.01,29.95,81.41,6.29,1050.5,Coconut
139.18,57.0,199.64,28.67,78.31,6.82,1317.7,Coconut
164.86,43.64,179.96,25.83,80.03,6.63,840.1,Coconut
189.58,49.22,205.05,29.78,80.58,5.79,1029.9,Coconut
146.18,42.28,202.47,25.97,78.48,6.73,1026.4,Coconut
121.81,46.28,216.76,27.9,83.27,6.87,1038.2,Coconut
164.8,51.22,212.02,29.78,81.16,6.24,1399.8,Coconut
187.87,32.53,266.79,31.68,76.83,6.71,1137.4,Coconut
136.13,52.21,199.38,28.65,83.91,6.76,1016.2,Coconut
128.78,50.13,267.6,26.61,80.82,6.44,915.5,Coconut
164.67,49.5,154.36,28.31,79.01,7.02,883.9,Coconut
181.59,60.0,253.6,27.64,80.34,6.64,1252.5,Coconut
167.06,40.59,148.8,29.51,82.65,7.09,1161.8,Coconut
118.28,38.79,163.47,30.01,77.18,6.6,1105.3,Coconut
238.71,63.53,256.65,27.98,92.09,6.04,1369.4,Arecanut
204.68,50.68,240.39,26.47,90.71,5.92,1410.9,Arecanut
249.79,61.17,351.66,25.74,90.18,6.03,1560.1,Arecanut
208.77,66.72,277.41,28.34,88.82,5.96,1242.3,Arecanut
216.3,56.74,274.73,28.2,89.22,6.02,1310.7,Arecanut
218.6,64.57,296.85,27.24,86.02,5.9,1589.5,Arecanut
222.17,60.25,394.7,26.39,90.05,6.01,1182.2,Arecanut
233.68,56.28,270.52,26.84,90.16,6.05,1347.1,Arecanut
215.87,67.41,297.81,27.08,90.76,5.98,1436.7,Arecanut
221.42,54.41,348.29,27.83,87.92,6.04,1143.4,Arecanut
227.03,66.52,308.44,27.4,91.37,5.95,1305.9,Arecanut
225.01,52.13,318.14,28.2,89.52,6.06,1164.9,Arecanut
219.22,69.2,259.37,25.96,90.29,6.18,1623.4,Arecanut
183.81,72.09,291.38,28.97,86.11,6.03,1372.6,Arecanut
254.32,62.16,298.05,27.6,87.88,5.99,1120.1,Arecanut
171.0,53.45,368.53,26.87,92.86,5.98,1489.0,Arecanut
269.45,62.19,294.15,25.64,90.1,6.0,776.7,Arecanut
227.05,63.12,287.54,26.96,90.34,6.07,1604.7,Arecanut
188.4,66.3,365.02,27.81,90.19,6.02,1153.9,Arecanut
176.16,69.31,311.92,28.3,88.86,6.01,595.3,Arecanut
191.7,68.6,305.72,26.33,89.74,5.91,1174.4,Arecanut
292.89,50.94,341.42,26.79,88.82,5.89,1200.2,Arecanut
209.29,64.88,308.87,28.01,89.86,5.99,1621.9,Arecanut
224.55,60.99,257.75,28.85,90.76,5.97,1428.5,Arecanut
217.13,71.67,315.38,28.38,91.88,6.11,1685.5,Arecanut
217.12,64.7,312.69,27.42,89.21,6.16,1302.7,Arecanut
245.72,58.69,310.55,27.63,91.55,5.97,1212.6,Arecanut
208.02,57.53,342.29,25.56,85.11,5.93,1151.4,Arecanut
205.01,69.11,302.01,26.73,92.81,5.93,1062.6,Arecanut
222.36,43.47,283.25,27.38,86.01,6.03,1486.2,Arecanut
169.2,48.38,271.63,25.89,89.13,6.0,1302.5,Arecanut
187.38,66.73,282.29,27.65,89.85,5.97,1178.4,Arecanut
240.0,49.85,304.42,26.21,90.4,5.99,1278.0,Arecanut
273.0,58.17,307.23,25.98,91.17,5.93,916.1,Arecanut
228.79,56.1,294.34,28.01,88.15,6.0,1412.7,Arecanut
255.85,53.52,351.8,27.15,88.01,6.07,1256.5,Arecanut
212.49,68.82,337.5,27.46,91.66,5.95,1319.0,Arecanut
219.28,63.69,257.18,26.7,91.52,6.07,1390.5,Arecanut
270.14,66.33,292.44,26.76,91.57,5.94,1356.1,Arecanut
228.93,57.88,247.26,26.36,91.37,6.1,1283.8,Arecanut
194.99,58.21,279.07,25.6,90.09,6.07,1229.4,Arecanut
231.01,47.75,339.74,27.56,88.69,6.21,1296.2,Arecanut
282.37,64.74,334.51,27.19,89.85,5.95,1009.9,Arecanut
229.94,60.24,303.55,25.31,90.98,6.08,1407.2,Arecanut
225.25,53.46,317.12,26.6,90.24,5.96,1157.6,Arecanut
235.22,56.01,338.34,26.82,92.82,6.05,1292.4,Arecanut
182.23,68.95,296.48,28.81,90.97,6.05,895.9,Arecanut
218.93,43.45,361.85,29.15,88.65,5.9,1303.1,Arecanut
279.68,55.03,291.28,26.28,92.21,5.92,1073.3,Arecanut
234.39,72.18,302.65,27.73,90.35,5.9,959.1,Arecanut
229.63,58.81,250.36,27.0,90.2,5.91,1476.0,Arecanut
259.98,54.57,312.25,27.82,93.08,6.06,1535.3,Arecanut
231.91,66.92,338.37,27.63,88.86,5.86,1590.1,Arecanut
170.03,75.6,266.11,25.39,90.62,6.01,1394.5,Arecanut
254.28,61.55,392.7,28.03,92.42,6.05,1757.2,Arecanut
231.41,64.32,347.69,26.97,95.0,6.06,912.0,Arecanut
278.17,53.37,296.6,27.24,91.47,6.02,1506.1,Arecanut
215.04,71.94,303.41,26.48,91.38,5.83,1434.0,Arecanut
267.76,51.98,315.13,26.38,87.67,5.86,1280.4,Arecanut
159.71,51.03,302.04,27.56,94.18,6.03,1229.1,Arecanut
217.52,45.24,354.75,26.96,89.57,5.99,1373.8,Arecanut
230.5,56.33,283.95,25.98,89.97,5.98,1404.9,Arecanut
186.66,61.72,267.5,29.42,91.27,6.05,1076.8,Arecanut
200.03,60.51,252.54,25.87,90.82,6.06,678.4,Arecanut
198.36,68.25,364.94,27.04,91.83,6.05,1698.5,Arecanut
270.52,62.97,262.15,27.9,89.61,5.9,1313.3,Arecanut
214.43,50.47,267.61,27.37,92.12,5.94,1086.0,Arecanut
180.11,59.86,223.6,26.4,86.66,6.02,1391.1,Arecanut
197.71,50.42,323.55,26.24,88.93,5.9,809.9,Arecanut
194.11,63.93,371.87,27.2,88.1,5.88,1224.0,Arecanut
264.49,62.9,288.5,28.54,91.7,6.02,1855.6,Arecanut
215.86,50.64,225.69,26.53,91.3,5.89,1566.4,Arecanut
229.75,63.6,339.88,26.81,84.67,6.12,1518.1,Arecanut
262.61,42.56,282.76,27.94,89.43,6.04,1133.1,Arecanut
233.6,44.51,304.04,27.22,87.83,5.91,1296.2,Arecanut
216.67,48.2,210.45,26.7,91.73,5.98,1553.1,Arecanut
243.68,59.84,247.68,24.64,89.17,5.95,1492.9,Arecanut
186.34,46.98,270.67,27.64,92.54,5.96,1921.4,Arecanut
249.78,71.2,352.13,29.3,91.35,6.05,1298.1,Arecanut
235.12,52.42,377.2,26.8,87.28,6.02,1299.9,Arecanut
225.32,66.67,288.47,27.01,88.3,5.82,1347.2,Arecanut
220.13,59.22,301.8,28.38,90.71,6.06,1055.8,Arecanut
243.81,68.15,344.94,26.22,91.45,5.92,1265.9,Arecanut
277.08,64.0,276.28,27.2,87.62,6.1,1334.8,Arecanut
270.73,62.93,346.86,30.62,86.66,6.1,911.2,Arecanut
230.0,49.51,249.37,26.7,93.98,5.98,1358.3,Arecanut
272.5,58.75,310.95,25.87,88.57,6.07,1015.9,Arecanut
228.91,50.35,243.19,25.63,90.32,6.14,1407.1,Arecanut
202.12,63.63,325.93,27.3,91.73,6.04,1276.6,Arecanut
273.18,51.18,342.64,26.56,92.05,6.04,1348.1,Arecanut
247.49,67.2,304.28,27.96,87.32,6.01,1318.5,Arecanut
209.03,51.5,240.96,27.84,90.36,5.95,1513.4,Arecanut
246.17,60.82,293.68,27.37,91.45,5.97,1631.2,Arecanut
231.67,49.37,313.55,27.57,89.76,5.9,1198.3,Arecanut
235.69,68.18,273.69,27.06,90.13,5.94,1380.7,Arecanut
202.67,49.73,236.84,26.28,86.92,6.04,1149.1,Arecanut
261.42,64.02,400.0,25.23,91.26,6.06,1230.8,Arecanut
175.67,64.22,336.04,24.27,90.5,5.97,1277.3,Arecanut
237.66,50.13,268.53,25.86,87.88,5.96,1457.4,Arecanut
191.4,53.31,299.86,27.71,91.41,6.01,1269.2,Arecanut
175.81,43.91,221.37,19.39,85.5,5.96,915.7,Coffee
157.26,30.19,184.73,20.64,84.14,5.91,1209.7,Coffee
158.19,45.51,193.37,21.09,81.73,6.14,1257.9,Coffee
159.57,34.65,207.39,21.58,84.77,5.89,1147.5,Coffee
129.79,43.42,243.57,16.45,84.16,6.02,1336.7,Coffee
145.99,41.06,231.07,18.89,84.85,5.98,814.4,Coffee
159.41,32.87,289.94,20.13,82.48,6.1,958.4,Coffee
148.49,33.22,215.63,21.77,84.31,5.92,1043.1,Coffee
133.21,50.95,288.66,20.37,82.62,5.9,1141.2,Coffee
171.61,41.67,219.96,18.07,83.7,6.14,1091.6,Coffee
121.88,41.79,223.92,20.62,82.57,5.92,1037.9,Coffee
171.87,46.6,223.25,20.97,86.34,5.9,861.0,Coffee
170.27,38.76,251.59,20.11,86.43,6.06,1269.0,Coffee
126.14,39.85,204.37,21.82,85.82,6.07,803.6,Coffee
156.82,51.8,185.07,22.67,80.45,5.89,932.2,Coffee
161.93,35.8,242.47,20.23,81.57,5.86,1486.6,Coffee
160.52,38.88,191.51,20.14,83.07,6.06,1274.7,Coffee
130.84,38.36,194.63,19.9,82.83,5.94,1170.5,Coffee
155.31,40.9,223.83,21.02,84.73,6.07,965.6,Coffee
164.26,47.76,235.35,20.25,87.57,6.17,1022.4,Coffee
185.68,51.37,252.66,17.8,87.61,5.8,1091.3,Coffee
156.66,49.74,202.28,19.62,85.2,6.11,1233.8,Coffee
144.02,41.08,204.74,19.06,84.89,6.14,915.2,Coffee
139.49,48.85,233.52,20.7,86.18,6.14,906.7,Coffee
115.72,36.14,282.06,18.75,87.1,5.92,1235.0,Coffee
173.73,55.05,212.68,20.09,85.48,6.01,1102.0,Coffee
133.59,40.48,188.4,20.86,84.97,5.83,969.7,Coffee
124.14,50.03,236.63,19.9,82.77,6.08,1206.4,Coffee
153.36,46.32,249.02,18.99,86.35,6.09,988.0,Coffee
172.92,38.24,208.48,18.41,81.71,6.09,1064.6,Coffee
137.29,39.23,239.77,18.49,88.75,6.1,1165.2,Coffee
140.79,56.83,202.77,21.72,86.84,5.89,994.9,Coffee
153.98,52.48,239.43,20.33,83.89,5.88,1072.6,Coffee
160.8,36.98,199.01,20.86,86.3,6.26,1145.5,Coffee
174.55,54.39,267.21,18.86,86.0,5.89,1338.1,Coffee
149.68,54.94,224.18,20.83,84.26,6.0,721.0,Coffee
147.9,43.55,220.5,20.66,84.27,6.06,1046.6,Coffee
170.55,38.81,263.34,21.99,87.0,6.02,1132.5,Coffee
137.9,41.05,238.68,20.71,85.18,5.96,886.0,Coffee
161.55,47.43,213.84,20.8,81.93,5.94,884.6,Coffee
150.68,46.54,263.07,20.23,83.34,5.96,1282.0,Coffee
138.28,41.95,216.27,20.75,87.5,5.95,757.8,Coffee
134.41,49.02,230.84,21.34,82.52,6.03,1223.5,Coffee
144.39,43.9,234.37,19.86,83.79,6.13,912.7,Coffee
151.49,48.66,213.49,21.35,85.01,5.95,975.7,Coffee
168.93,37.92,259.11,21.58,86.38,6.0,704.1,Coffee
157.1,44.3,277.22,18.6,85.57,6.02,1120.5,Coffee
165.85,46.0,225.26,19.61,86.21,6.15,1077.6,Coffee
157.37,41.54,173.63,19.58,84.99,6.04,1228.4,Coffee
148.15,45.69,237.12,20.37,85.36,6.03,918.5,Coffee
164.75,45.97,223.26,20.14,84.31,5.9,1065.8,Coffee
125.14,42.83,247.98,19.36,86.73,5.95,1144.0,Coffee
142.78,48.52,218.29,19.99,84.72,6.01,1048.3,Coffee
111.87,45.99,221.86,18.95,88.01,5.88,684.6,Coffee
169.96,51.06,230.25,21.02,85.36,6.12,791.9,Coffee
148.41,51.05,221.78,20.64,84.24,5.99,1166.3,Coffee
158.16,60.0,246.47,20.37,89.92,6.03,739.6,Coffee
155.69,43.49,213.88,19.14,82.88,6.07,1187.2,Coffee
163.34,48.47,237.79,20.35,86.01,5.98,1188.8,Coffee
134.77,48.06,198.15,19.87,85.91,5.99,959.0,Coffee
184.46,40.1,204.87,20.94,85.04,5.96,1086.5,Coffee
182.88,43.99,185.63,19.2,86.51,5.99,1036.8,Coffee
121.58,45.42,269.13,18.4,84.22,5.89,891.3,Coffee
170.24,45.83,198.24,20.52,86.59,6.01,1305.7,Coffee
183.66,43.88,275.68,19.46,85.67,5.92,1088.8,Coffee
158.46,43.91,277.14,19.38,86.0,5.94,1436.8,Coffee
184.55,47.51,152.9,21.07,84.17,6.09,1283.7,Coffee
171.84,42.05,180.86,18.3,86.67,5.95,1357.6,Coffee
128.55,47.29,241.63,21.7,83.39,6.1,627.3,Coffee
157.58,41.54,227.76,18.33,85.68,6.02,1247.0,Coffee
165.72,49.59,215.95,18.65,84.36,6.01,1014.0,Coffee
155.73,39.15,248.18,19.61,86.95,6.14,1191.7,Coffee
116.27,45.56,213.31,21.96,87.03,6.0,1187.4,Coffee
175.39,41.05,223.1,19.72,85.1,6.14,1067.1,Coffee
152.14,45.26,222.63,21.23,86.26,5.95,1034.5,Coffee
139.52,41.91,219.33,19.82,82.66,5.88,1325.8,Coffee
182.28,46.33,193.29,20.69,87.36,6.05,1495.7,Coffee
148.49,37.85,255.09,19.32,86.52,6.11,1239.3,Coffee
156.91,55.8,199.9,17.82,82.96,6.03,830.4,Coffee
139.53,35.3,150.0,21.33,86.64,5.91,1181.4,Coffee
171.43,40.22,202.43,19.42,83.36,5.98,1234.8,Coffee
173.84,59.67,240.37,20.87,86.04,5.95,971.8,Coffee
143.42,36.26,199.12,20.75,85.63,5.94,983.4,Coffee
154.41,49.38,186.99,20.51,87.63,5.88,1091.5,Coffee
157.27,46.38,202.47,19.6,80.56,6.1,1302.6,Coffee
157.66,44.95,262.62,20.14,85.16,6.01,886.0,Coffee
134.26,45.25,215.72,19.03,88.57,5.9,833.7,Coffee
123.49,50.45,211.28,19.7,84.87,6.12,1121.9,Coffee
189.21,45.57,202.01,22.22,82.43,6.12,997.4,Coffee
155.84,44.0,235.72,21.27,85.77,6.02,1040.5,Coffee
141.12,44.24,212.82,19.19,85.03,6.01,697.6,Coffee
141.43,45.62,220.56,21.72,87.94,5.94,1383.3,Coffee
141.87,47.68,233.74,17.71,84.26,6.01,1008.1,Coffee
152.99,46.16,184.38,21.34,84.61,5.88,1086.1,Coffee
170.34,41.5,211.39,20.12,84.29,5.98,1337.8,Coffee
143.59,48.05,223.64,19.13,84.31,5.97,988.8,Coffee
183.37,48.92,235.17,20.74,84.39,5.91,1019.1,Coffee
163.17,44.89,252.56,20.53,86.38,5.94,1238.1,Coffee
157.31,48.66,246.84,17.83,85.28,5.99,1331.4,Coffee
141.7,43.81,261.16,21.07,83.98,5.88,1145.4,Coffee
220.42,61.98,149.41,26.32,93.39,5.66,1174.0,Tea
246.33,64.74,143.19,20.6,91.61,5.23,810.5,Tea
234.03,48.85,169.14,20.89,91.31,5.56,1058.4,Tea
254.59,56.36,136.81,22.1,89.85,5.71,1280.4,Tea
216.39,60.98,155.21,21.4,88.14,5.62,1243.4,Tea
198.77,74.41,147.34,22.79,90.57,5.35,870.0,Tea
255.86,65.69,161.98,22.28,88.97,5.57,893.4,Tea
259.69,57.9,174.23,18.45,90.65,5.56,1092.5,Tea
200.06,66.26,153.18,24.91,90.73,5.37,898.5,Tea
244.28,62.48,119.39,23.53,89.35,5.59,1185.1,Tea
210.27,64.31,144.73,20.5,88.11,5.78,1266.6,Tea
170.92,54.12,167.92,24.41,89.7,5.32,1065.5,Tea
251.89,61.04,146.48,21.22,92.39,5.6,1004.6,Tea
185.3,69.51,174.15,22.06,89.19,5.32,1147.6,Tea
206.56,56.09,190.33,22.34,90.36,5.3,818.5,Tea
210.94,65.61,152.0,19.16,94.21,5.35,1143.2,Tea
240.35,49.65,155.84,22.76,90.67,5.89,827.0,Tea
177.79,59.93,194.7,22.19,92.87,5.47,1110.1,Tea
190.02,77.14,138.37,22.51,87.64,5.56,821.7,Tea
218.28,48.39,135.0,23.23,87.89,5.41,1020.3,Tea
198.72,66.25,172.46,21.7,89.92,5.46,983.7,Tea
275.13,48.31,180.64,23.37,90.79,5.52,1061.0,Tea
268.65,69.66,161.2,21.06,89.68,5.53,949.8,Tea
249.64,50.1,120.02,21.57,91.46,5.37,1248.8,Tea
210.71,60.77,148.1,21.77,91.13,5.59,935.9,Tea
225.23,71.02,165.15,20.98,92.69,5.53,1044.8,Tea
219.37,56.02,199.12,23.59,89.23,5.4,1316.1,Tea
237.31,64.49,168.85,22.21,93.05,5.45,979.5,Tea
181.75,58.71,162.23,22.13,90.74,5.55,1631.7,Tea
247.78,61.55,151.16,23.16,87.84,5.58,730.6,Tea
187.22,56.58,153.23,21.7,91.01,5.44,951.7,Tea
254.06,46.77,141.16,23.41,89.05,5.46,982.8,Tea
247.72,40.0,159.61,23.27,90.04,5.36,901.1,Tea
229.3,65.64,127.47,20.47,90.0,5.58,1002.9,Tea
236.86,56.56,139.21,20.47,88.58,5.65,1070.0,Tea
225.56,64.27,174.16,21.55,90.69,5.67,944.9,Tea
259.28,52.36,148.3,23.52,89.71,5.47,1246.7,Tea
180.59,60.95,166.23,22.54,87.15,5.31,1167.7,Tea
206.33,66.39,158.2,21.28,92.84,5.63,1267.6,Tea
210.26,56.19,182.26,22.83,92.34,5.51,1041.6,Tea
229.55,64.01,170.22,23.49,88.86,5.46,1171.1,Tea
216.0,71.43,164.37,22.89,90.35,5.38,1065.3,Tea
222.08,53.72,133.46,20.54,90.71,5.52,939.6,Tea
228.21,57.35,146.04,24.15,92.54,5.35,1087.3,Tea
222.54,62.84,145.59,21.77,91.01,5.38,1058.4,Tea
203.78,43.02,139.7,22.8,91.08,5.63,1156.8,Tea
252.53,54.87,130.16,20.19,91.7,5.49,858.9,Tea
214.49,69.35,167.73,22.82,92.6,5.69,1017.3,Tea
206.55,62.41,173.61,22.79,90.21,5.58,898.4,Tea
255.72,70.89,119.43,23.19,88.75,5.47,1264.2,Tea
223.92,48.44,192.27,23.76,88.88,5.6,1395.5,Tea
271.06,43.35,113.95,21.88,91.94,5.42,968.9,Tea
272.32,48.91,135.27,22.18,89.67,5.61,1046.6,Tea
226.13,67.11,168.83,20.97,91.97,5.62,1022.3,Tea
215.89,56.33,154.91,20.23,90.61,5.52,1074.0,Tea
251.15,68.55,152.94,22.24,88.63,5.51,769.3,Tea
282.35,50.48,114.16,23.24,92.92,5.42,953.6,Tea
206.68,71.38,137.67,21.97,89.8,5.27,1208.4,Tea
204.77,64.36,137.48,20.88,88.35,5.58,818.7,Tea
222.53,48.44,158.83,26.93,88.29,5.45,934.8,Tea
241.56,61.51,155.65,19.44,88.85,5.32,879.4,Tea
243.64,59.84,146.95,22.83,92.4,5.4,1428.8,Tea
171.72,59.33,150.83,22.9,90.4,5.55,1186.9,Tea
173.21,69.9,129.87,19.88,89.76,5.6,963.2,Tea
300.0,54.78,146.38,22.03,88.11,5.49,1044.6,Tea
232.61,71.04,197.61,20.22,89.54,5.71,1271.0,Tea
197.2,66.83,127.06,21.92,94.02,5.46,1111.4,Tea
218.85,57.63,181.14,25.42,91.16,5.77,790.7,Tea
211.75,54.87,144.56,24.49,90.81,5.5,899.0,Tea
246.47,62.27,126.07,20.97,87.37,5.39,896.3,Tea
222.43,59.71,144.66,21.98,90.68,5.33,987.5,Tea
236.96,65.72,138.7,20.69,86.85,5.61,819.0,Tea
246.77,61.41,166.88,21.09,91.93,5.62,830.9,Tea
230.12,53.04,148.21,21.83,90.85,5.77,1271.6,Tea
238.08,61.98,147.57,24.43,87.95,5.5,1161.5,Tea
196.41,56.71,139.28,21.42,88.16,5.36,829.1,Tea
279.12,51.67,147.72,24.02,91.19,5.24,1244.1,Tea
263.44,48.29,146.06,22.36,90.56,5.38,1248.9,Tea
222.31,62.78,167.44,19.67,89.42,5.58,1037.0,Tea
248.31,56.09,161.11,22.04,92.63,5.57,1250.2,Tea
254.11,58.08,142.5,24.32,88.44,5.48,1026.8,Tea
191.07,59.07,170.92,19.66,89.27,5.44,1215.3,Tea
271.89,65.8,180.19,19.91,90.98,5.62,1141.1,Tea
237.24,59.8,142.91,20.44,93.32,5.6,1022.9,Tea
238.74,62.98,128.83,23.46,93.72,5.57,1104.9,Tea
235.98,66.26,126.13,22.12,88.72,5.25,961.1,Tea
220.41,66.83,133.72,22.6,90.73,5.56,1286.6,Tea
215.56,60.54,143.0,21.3,90.26,5.57,1172.6,Tea
267.18,43.29,152.93,23.63,89.63,5.56,1403.9,Tea
194.51,46.78,156.38,23.59,87.28,5.45,1211.6,Tea
229.61,57.86,129.32,22.25,88.19,5.38,1060.4,Tea
194.98,48.71,177.31,23.06,92.94,5.35,1030.9,Tea
203.2,67.73,172.9,21.29,88.44,5.54,1310.3,Tea
219.94,65.52,127.58,22.09,88.66,5.57,1118.7,Tea
231.14,54.08,152.04,22.84,90.27,5.68,1073.9,Tea
268.11,53.72,179.11,22.56,90.39,5.7,1054.2,Tea
231.2,48.18,138.19,20.32,86.96,5.62,1394.6,Tea
174.2,62.03,166.77,19.16,89.86,5.68,665.1,Tea
216.57,51.83,140.32,23.15,90.74,5.45,1082.8,Tea
181.28,57.43,136.64,24.05,93.06,5.34,1078.2,Tea
105.98,43.67,101.53,19.45,91.39,5.73,899.4,Cardamom
120.48,36.96,71.86,19.87,89.79,6.02,870.5,Cardamom
144.98,41.09,79.8,18.7,89.18,5.73,847.3,Cardamom
145.68,34.11,100.19,19.69,87.55,5.95,962.9,Cardamom
154.07,46.16,68.24,18.61,91.29,5.83,1007.1,Cardamom
122.82,41.3,91.16,22.11,90.72,6.06,924.4,Cardamom
122.74,50.0,90.64,20.9,88.82,5.74,652.5,Cardamom
118.72,38.73,80.79,18.74,92.13,5.89,931.4,Cardamom
99.64,41.41,116.99,19.54,88.36,5.73,876.6,Cardamom
104.12,32.99,86.37,17.82,89.84,5.82,792.7,Cardamom
105.45,31.63,118.1,20.07,88.98,5.7,865.0,Cardamom
137.69,44.62,90.26,19.91,89.54,5.79,716.8,Cardamom
116.69,40.7,81.17,20.83,89.03,5.72,1179.8,Cardamom
111.01,44.09,101.78,21.98,89.84,5.73,739.6,Cardamom
160.0,39.51,78.8,21.91,90.35,5.85,852.7,Cardamom
124.24,34.3,89.22,20.42,89.55,5.56,941.8,Cardamom
155.8,34.43,96.04,19.42,89.03,5.86,592.8,Cardamom
