crop,temperature,humidity,rainfall,area,water_requirement
Chilli,24.17,77.56,12.65,1.0,1.1
Chilli,37.26,67.41,11.38,1.0,1.27
Chilli,36.25,74.29,10.39,1.0,1.21
Chilli,37.81,61.86,4.97,1.0,1.31
Chilli,16.62,52.82,5.14,1.0,1.2
Chilli,21.89,81.69,13.46,1.0,1.06
Chilli,17.04,23.55,4.72,1.0,1.38
Chilli,31.35,77.62,4.48,1.0,1.15
Chilli,17.4,85.59,13.99,1.0,1.01
Chilli,20.57,74.39,2.63,1.0,1.1
Chilli,25.65,80.88,12.39,1.0,1.09
Chilli,33.26,43.45,14.79,1.0,1.4
Chilli,28.56,86.78,13.37,1.0,1.07
Chilli,21.14,24.51,5.71,1.0,1.42
Chilli,22.73,88.25,1.33,1.0,1.03
Chilli,17.47,65.22,5.71,1.0,1.13
Chilli,17.19,50.1,10.58,1.0,1.22
Chilli,39.98,23.23,0.97,1.0,1.6
Chilli,23.59,71.9,13.66,1.0,1.14
Chilli,27.03,25.74,1.22,1.0,1.46
Chilli,34.51,75.67,14.21,1.0,1.19
Chilli,16.64,23.59,14.49,1.0,1.38
Chilli,30.82,41.92,5.81,1.0,1.39
Chilli,23.58,55.8,7.69,1.0,1.24
Chilli,31.01,24.5,10.57,1.0,1.51
Chilli,37.64,21.82,13.26,1.0,1.59
Chilli,20.51,33.7,10.05,1.0,1.35
Chilli,36.7,77.14,14.16,1.0,1.2
Chilli,20.8,67.28,7.26,1.0,1.14
Chilli,26.43,79.25,1.3,1.0,1.11
Cluster_Bean,15.5,30.89,11.67,1.0,1.32
Cluster_Bean,33.36,70.26,12.1,1.0,1.22
Cluster_Bean,20.28,61.55,8.48,1.0,1.18
Cluster_Bean,31.2,30.67,13.78,1.0,1.47
Cluster_Bean,39.87,21.98,9.52,1.0,1.61
Cluster_Bean,23.17,78.16,9.31,1.0,1.09
Cluster_Bean,39.15,20.63,12.53,1.0,1.61
Cluster_Bean,17.94,76.55,6.1,1.0,1.07
Cluster_Bean,19.36,60.69,1.69,1.0,1.17
Cluster_Bean,34.8,57.89,11.79,1.0,1.31
Cluster_Bean,24.07,43.44,10.67,1.0,1.32
Cluster_Bean,18.19,58.58,4.52,1.0,1.18
Cluster_Bean,30.05,66.23,11.6,1.0,1.22
Cluster_Bean,32.64,27.87,5.9,1.0,1.5
Cluster_Bean,15.34,76.43,2.34,1.0,1.05
Cluster_Bean,22.11,32.5,11.23,1.0,1.37
Cluster_Bean,21.42,68.95,5.9,1.0,1.14
Cluster_Bean,38.44,85.26,8.73,1.0,1.15
Cluster_Bean,30.88,37.28,9.97,1.0,1.42
Cluster_Bean,33.54,35.37,9.38,1.0,1.46
Cluster_Bean,35.01,47.7,7.5,1.0,1.39
Cluster_Bean,20.64,30.59,12.23,1.0,1.37
Cluster_Bean,23.9,83.09,6.26,1.0,1.07
Cluster_Bean,29.32,82.91,13.14,1.0,1.11
Cluster_Bean,20.35,52.37,12.62,1.0,1.23
Cluster_Bean,28.65,66.97,5.51,1.0,1.21
Cluster_Bean,19.6,65.42,7.2,1.0,1.15
Cluster_Bean,31.38,36.25,8.63,1.0,1.43
Cluster_Bean,21.37,65.0,3.94,1.0,1.16
Cluster_Bean,38.74,67.59,12.26,1.0,1.28
Cluster_Bean,21.66,63.43,12.25,1.0,1.17
Cluster_Bean,32.42,49.93,2.58,1.0,1.35
Cluster_Bean,29.98,30.05,6.28,1.0,1.46
Cluster_Bean,29.05,25.86,3.16,1.0,1.48
Cluster_Bean,29.71,21.33,9.23,1.0,1.52
Cluster_Bean,35.8,34.94,3.83,1.0,1.48
Cluster_Bean,27.57,66.9,4.25,1.0,1.2
Cluster_Bean,23.98,83.35,3.85,1.0,1.07
Cluster_Bean,24.25,70.08,3.97,1.0,1.15
Cluster_Bean,23.34,56.24,4.06,1.0,1.23
Cluster_Bean,15.15,28.59,3.6,1.0,1.33
Cluster_Bean,35.63,62.03,12.17,1.0,1.29
Cluster_Bean,34.56,32.59,12.57,1.0,1.49
Cluster_Bean,35.41,27.06,2.08,1.0,1.53
Cluster_Bean,23.09,49.07,14.62,1.0,1.28
Cluster_Bean,30.13,51.03,2.91,1.0,1.32
Cluster_Bean,37.42,83.86,5.84,1.0,1.15
Cluster_Bean,21.67,31.81,10.69,1.0,1.37
Cluster_Bean,31.0,70.85,5.95,1.0,1.2
Cluster_Bean,32.37,87.21,3.74,1.0,1.1
Coconut,23.49,40.42,3.34,1.0,1.34
Coconut,17.22,33.98,1.62,1.0,1.32
Coconut,35.47,61.93,14.06,1.0,1.29
Coconut,34.09,21.67,4.75,1.0,1.56
Coconut,24.5,57.85,10.84,1.0,1.23
Coconut,33.08,63.36,3.78,1.0,1.26
Coconut,25.77,22.99,4.74,1.0,1.47
Coconut,21.47,60.15,5.92,1.0,1.19
Coconut,27.13,45.51,7.69,1.0,1.33
Coconut,22.07,28.68,10.92,1.0,1.4
Coconut,29.22,27.01,2.02,1.0,1.47
Coconut,30.58,46.7,6.4,1.0,1.36
Coconut,28.88,42.33,9.91,1.0,1.37
Coconut,28.7,52.32,10.53,1.0,1.3
Coconut,21.87,72.09,0.42,1.0,1.12
Coconut,37.17,28.55,14.17,1.0,1.54
Coconut,33.46,72.93,1.52,1.0,1.2
Coconut,30.71,89.75,13.84,1.0,1.07
Coconut,28.91,65.44,9.49,1.0,1.22
Coconut,23.68,27.48,12.92,1.0,1.42
Coconut,38.64,68.26,8.9,1.0,1.27
Coconut,21.9,51.05,11.5,1.0,1.25
Coconut,18.62,22.45,3.61,1.0,1.4
Coconut,39.81,36.38,2.53,1.0,1.51
Coconut,38.28,55.39,12.74,1.0,1.36
Coconut,38.86,85.9,6.58,1.0,1.15
Coconut,18.27,67.6,4.43,1.0,1.12
Coconut,21.43,49.34,10.71,1.0,1.26
Coconut,20.27,36.05,11.87,1.0,1.33
Coconut,27.46,53.25,12.85,1.0,1.29
Coconut,36.94,28.39,0.93,1.0,1.54
Coconut,16.18,43.23,6.0,1.0,1.26
Coconut,35.73,46.97,13.5,1.0,1.4
Coconut,34.12,34.32,9.97,1.0,1.47
Coconut,33.55,25.5,1.57,1.0,1.52
Coconut,24.85,64.81,0.83,1.0,1.19
Coconut,22.75,72.61,5.12,1.0,1.13
Coconut,27.68,48.41,8.3,1.0,1.32
Coconut,35.04,80.32,7.71,1.0,1.16
Coconut,26.52,48.74,10.06,1.0,1.31
Coconut,25.11,25.37,7.83,1.0,1.45
Coconut,15.39,24.81,1.97,1.0,1.36
Coconut,18.08,30.84,4.71,1.0,1.35
Coconut,24.56,51.6,2.52,1.0,1.27
Coconut,17.47,71.32,13.97,1.0,1.09
Coconut,19.96,82.29,12.3,1.0,1.04
Coconut,16.8,78.62,8.52,1.0,1.04
Coconut,19.6,84.3,7.39,1.0,1.03
Coconut,22.08,37.23,9.19,1.0,1.34
Coconut,30.29,20.99,3.64,1.0,1.52
Coffee,22.22,79.69,5.87,1.0,1.08
Coffee,33.65,46.03,3.92,1.0,1.39
Coffee,36.9,72.01,2.45,1.0,1.23
Coffee,16.22,39.49,7.26,1.0,1.28
Coffee,29.76,39.78,7.16,1.0,1.39
Coffee,35.42,85.4,1.4,1.0,1.13
Coffee,32.61,20.79,0.15,1.0,1.55
Coffee,26.4,73.73,6.75,1.0,1.14
Coffee,29.89,52.18,8.97,1.0,1.31
Coffee,37.7,76.88,11.21,1.0,1.21
Coffee,34.93,46.62,3.11,1.0,1.39
Coffee,30.94,37.39,5.14,1.0,1.42
Coffee,38.46,75.83,13.14,1.0,1.22
Coffee,38.32,63.69,13.24,1.0,1.3
Coffee,34.31,21.28,0.72,1.0,1.56
Coffee,36.83,89.18,1.47,1.0,1.11
Coffee,31.15,84.32,3.33,1.0,1.11
Coffee,17.19,88.22,14.42,1.0,0.99
Coffee,39.74,42.21,1.84,1.0,1.46
Coffee,21.45,79.05,9.09,1.0,1.07
Coffee,38.53,74.26,1.59,1.0,1.23
Coffee,23.98,57.26,14.78,1.0,1.23
Coffee,32.07,52.05,12.37,1.0,1.33
Coffee,32.11,83.81,8.64,1.0,1.12
Coffee,35.75,35.98,13.74,1.0,1.47
Coffee,38.22,78.45,6.34,1.0,1.2
Coffee,20.11,35.29,12.05,1.0,1.34
Coffee,39.55,87.83,13.49,1.0,1.14
Coffee,19.46,21.86,9.49,1.0,1.42
Coffee,24.17,87.13,4.62,1.0,1.04
Coffee,32.83,47.71,6.86,1.0,1.37
Coffee,39.8,60.33,10.5,1.0,1.34
Coffee,29.52,37.02,3.24,1.0,1.41
Coffee,19.25,74.54,1.59,1.0,1.09
Coffee,32.43,69.9,14.04,1.0,1.21
Coffee,16.25,54.14,3.0,1.0,1.19
Coffee,27.58,32.0,5.41,1.0,1.43
Coffee,35.21,31.07,0.21,1.0,1.5
Coffee,39.52,71.77,3.13,1.0,1.25
Coffee,24.76,32.97,1.11,1.0,1.39
Coffee,31.09,41.89,1.43,1.0,1.39
Coffee,35.16,86.0,5.57,1.0,1.12
Coffee,36.78,89.79,0.34,1.0,1.11
Coffee,36.87,52.16,9.18,1.0,1.37
Coffee,17.6,61.75,13.28,1.0,1.15
Coffee,17.89,22.32,9.31,1.0,1.4
Coffee,27.52,73.28,3.01,1.0,1.16
Coffee,19.7,84.74,11.91,1.0,1.03
Coffee,17.19,48.27,9.25,1.0,1.23
Coffee,36.89,46.27,0.38,1.0,1.41
Coriander,15.01,78.11,5.4,1.0,1.04
Coriander,27.56,40.14,6.84,1.0,1.37
Coriander,21.28,81.95,9.43,1.0,1.06
Coriander,21.54,27.47,14.47,1.0,1.4
Coriander,31.63,74.29,0.06,1.0,1.18
Coriander,32.55,70.31,4.69,1.0,1.21
Coriander,31.13,67.83,1.51,1.0,1.22
Coriander,39.28,23.05,10.11,1.0,1.59
Coriander,15.99,45.93,3.41,1.0,1.24
Coriander,16.75,29.44,13.4,1.0,1.34
Coriander,17.03,74.86,9.44,1.0,1.07
Coriander,38.04,48.03,3.97,1.0,1.41
Coriander,16.86,24.09,1.77,1.0,1.38
Coriander,20.66,49.85,2.37,1.0,1.25
Coriander,34.46,56.68,9.59,1.0,1.32
Coriander,15.87,73.77,13.19,1.0,1.07
Coriander,23.43,40.2,6.28,1.0,1.34
Coriander,31.42,47.69,14.06,1.0,1.36
Coriander,16.84,71.95,1.05,1.0,1.09
Coriander,24.78,35.53,4.43,1.0,1.38
Coriander,28.65,52.94,13.83,1.0,1.3
Coriander,16.22,62.27,0.87,1.0,1.14
Coriander,32.43,24.8,14.61,1.0,1.52
Coriander,18.13,39.57,3.54,1.0,1.29
Coriander,23.88,47.98,13.02,1.0,1.29
Coriander,16.86,35.04,0.9,1.0,1.31
Coriander,27.83,22.54,2.7,1.0,1.49
Coriander,32.04,27.04,1.99,1.0,1.5
Coriander,22.29,55.8,5.32,1.0,1.23
Coriander,21.76,56.78,6.59,1.0,1.22
Coriander,28.52,38.78,0.28,1.0,1.39
Coriander,39.68,48.67,6.81,1.0,1.42
Coriander,21.4,35.33,9.03,1.0,1.35
Coriander,33.3,53.47,0.2,1.0,1.33
Coriander,37.48,66.01,11.89,1.0,1.28
Coriander,16.23,47.22,1.58,1.0,1.23
Coriander,27.41,49.09,7.52,1.0,1.31
Coriander,29.09,83.95,0.65,1.0,1.1
Coriander,38.63,75.37,7.84,1.0,1.22
Coriander,38.23,66.66,7.13,1.0,1.28
Coriander,36.02,20.76,5.94,1.0,1.58
Coriander,35.35,63.39,7.84,1.0,1.28
Coriander,21.41,53.37,0.86,1.0,1.24
Coriander,16.82,20.78,5.01,1.0,1.4
Coriander,17.74,39.72,11.02,1.0,1.29
Coriander,25.99,64.31,12.28,1.0,1.2
Coriander,39.67,56.01,13.19,1.0,1.37
Coriander,22.8,34.47,9.28,1.0,1.37
Coriander,16.79,83.25,12.78,1.0,1.02
Coriander,31.49,74.42,5.89,1.0,1.18
Cotton,28.46,24.29,2.18,1.0,1.48
Cotton,22.44,51.01,5.12,1.0,1.26
Cotton,20.46,87.95,2.77,1.0,1.01
Cotton,35.33,39.62,5.22,1.0,1.44
Cotton,16.19,44.25,10.37,1.0,1.25
Cotton,25.47,21.28,10.13,1.0,1.48
Cotton,18.13,38.14,9.93,1.0,1.3
Cotton,34.96,22.28,1.97,1.0,1.56
Cotton,30.95,61.16,14.0,1.0,1.26
Cotton,31.49,81.05,7.71,1.0,1.13
Cotton,28.84,72.97,2.2,1.0,1.17
Cotton,36.99,37.18,8.56,1.0,1.48
Cotton,38.86,33.19,4.29,1.0,1.52
Cotton,24.4,66.41,3.6,1.0,1.18
Cotton,23.66,83.05,1.3,1.0,1.07
Cotton,37.41,36.62,6.15,1.0,1.48
Cotton,22.72,61.69,4.59,1.0,1.19
Cotton,29.38,39.39,3.66,1.0,1.39
Cotton,28.37,61.66,1.39,1.0,1.24
Cotton,22.31,35.02,13.45,1.0,1.36
Cotton,36.12,75.85,6.9,1.0,1.2
Cotton,21.31,42.41,8.39,1.0,1.3
Cotton,20.66,62.82,14.48,1.0,1.17
Cotton,34.04,71.04,3.96,1.0,1.22
Cotton,18.07,50.85,12.71,1.0,1.22
Cotton,20.26,62.22,0.72,1.0,1.17
Cotton,20.84,58.37,0.11,1.0,1.2
Cotton,23.22,55.73,0.63,1.0,1.24
Cotton,15.45,80.44,1.41,1.0,1.02
Cotton,34.11,63.33,12.91,1.0,1.27
Cotton,27.92,55.23,5.71,1.0,1.28
Cotton,30.59,75.32,13.98,1.0,1.16
Cotton,27.79,45.56,14.3,1.0,1.34
Cotton,34.33,47.49,8.42,1.0,1.38
Cotton,39.94,27.97,1.46,1.0,1.57
Cotton,24.96,27.59,14.32,1.0,1.43
Cotton,36.8,57.78,4.51,1.0,1.33
Cotton,18.26,41.51,9.92,1.0,1.28
Cotton,38.95,58.06,4.51,1.0,1.35
Cotton,36.48,60.78,10.73,1.0,1.31
Cotton,22.44,39.82,8.75,1.0,1.33
Cotton,29.42,59.75,12.28,1.0,1.26
Cotton,36.9,46.81,7.18,1.0,1.41
Cotton,30.34,83.61,6.83,1.0,1.11
Cotton,38.8,71.17,10.17,1.0,1.25
Cotton,19.02,50.17,3.21,1.0,1.24
Cotton,36.91,27.95,11.17,1.0,1.54
Cotton,18.45,25.47,4.51,1.0,1.38
Cotton,35.2,20.51,12.79,1.0,1.57
Cotton,18.46,53.32,6.08,1.0,1.21
Cucumber,23.41,23.28,14.54,1.0,1.44
Cucumber,16.18,41.59,5.47,1.0,1.27
Cucumber,36.89,49.56,8.07,1.0,1.39
Cucumber,38.69,86.13,11.75,1.0,1.15
Cucumber,25.86,88.51,7.95,1.0,1.04
Cucumber,26.59,50.33,7.91,1.0,1.3
Cucumber,19.96,68.27,11.6,1.0,1.13
Cucumber,31.42,46.56,4.51,1.0,1.36
Cucumber,35.5,70.48,6.08,1.0,1.23
Cucumber,24.57,60.74,12.33,1.0,1.21
Cucumber,22.56,35.77,3.8,1.0,1.36
Cucumber,23.06,25.04,11.69,1.0,1.43
Cucumber,18.87,86.92,10.23,1.0,1.01
Cucumber,35.37,62.73,2.11,1.0,1.29
Cucumber,35.7,55.57,8.15,1.0,1.34
Cucumber,34.15,71.1,3.5,1.0,1.22
Cucumber,35.26,49.86,9.41,1.0,1.37
Cucumber,23.64,40.8,4.13,1.0,1.33
Cucumber,36.87,29.64,12.75,1.0,1.53
Cucumber,29.0,58.14,1.94,1.0,1.27
Cucumber,23.45,54.37,1.05,1.0,1.25
Cucumber,35.79,79.43,3.84,1.0,1.17
Cucumber,38.85,46.95,1.41,1.0,1.42
Cucumber,25.49,37.02,6.59,1.0,1.37
Cucumber,39.89,82.79,13.81,1.0,1.18
Cucumber,35.6,70.39,12.35,1.0,1.23
Cucumber,24.43,21.78,5.91,1.0,1.46
Cucumber,36.41,55.85,8.04,1.0,1.34
Cucumber,25.34,49.64,14.83,1.0,1.29
Cucumber,16.1,85.03,13.33,1.0,1.0
Cucumber,39.8,64.78,0.24,1.0,1.31
Cucumber,26.65,72.03,8.79,1.0,1.16
Cucumber,23.37,65.29,8.98,1.0,1.18
Cucumber,26.42,84.85,9.48,1.0,1.07
Cucumber,18.3,25.68,3.08,1.0,1.38
Cucumber,16.98,63.87,6.72,1.0,1.14
Cucumber,29.44,69.95,9.89,1.0,1.19
Cucumber,26.91,75.66,2.68,1.0,1.14
Cucumber,26.06,64.61,8.88,1.0,1.2
Cucumber,22.1,87.65,11.87,1.0,1.03
Cucumber,22.67,55.96,12.75,1.0,1.23
Cucumber,36.52,66.8,10.07,1.0,1.27
Cucumber,19.85,64.61,2.4,1.0,1.15
Cucumber,18.26,65.38,13.26,1.0,1.14
Cucumber,36.9,33.77,1.65,1.0,1.5
Cucumber,37.29,70.25,5.19,1.0,1.25
Cucumber,22.93,54.16,10.05,1.0,1.24
Cucumber,34.49,78.43,13.21,1.0,1.17
Cucumber,26.99,85.55,9.67,1.0,1.07
Cucumber,35.8,29.05,8.29,1.0,1.52
Cumin,37.59,78.5,9.77,1.0,1.19
Cumin,23.17,85.66,11.18,1.0,1.05
Cumin,22.79,60.34,14.28,1.0,1.2
Cumin,34.42,65.85,5.7,1.0,1.26
Cumin,39.35,35.58,8.04,1.0,1.51
Cumin,30.58,31.27,14.75,1.0,1.46
Cumin,38.63,63.52,5.24,1.0,1.31
Cumin,25.18,67.16,11.28,1.0,1.18
Cumin,22.22,48.29,14.38,1.0,1.27
Cumin,31.12,69.2,1.49,1.0,1.21
Cumin,25.98,31.47,0.47,1.0,1.42
Cumin,23.4,73.13,5.99,1.0,1.13
Cumin,30.9,75.49,9.9,1.0,1.17
Cumin,38.77,50.73,14.35,1.0,1.4
Cumin,29.31,69.3,4.55,1.0,1.2
Cumin,26.56,51.5,6.82,1.0,1.29
Cumin,31.32,39.59,8.07,1.0,1.41
Cumin,24.26,82.62,14.35,1.0,1.07
Cumin,27.29,31.09,7.16,1.0,1.43
Cumin,23.58,42.14,5.4,1.0,1.33
Cumin,31.98,32.47,1.98,1.0,1.46
Cumin,23.46,69.91,3.78,1.0,1.15
Cumin,18.64,60.55,4.98,1.0,1.17
Cumin,33.78,62.66,1.73,1.0,1.27
Cumin,16.88,23.25,5.41,1.0,1.38
Cumin,29.5,20.75,0.96,1.0,1.52
Cumin,27.02,74.81,2.28,1.0,1.14
Cumin,26.33,23.81,9.38,1.0,1.47
Cumin,29.8,25.57,2.24,1.0,1.49
Cumin,22.55,52.07,14.7,1.0,1.25
Cumin,26.76,88.48,5.88,1.0,1.05
Cumin,27.53,43.61,6.88,1.0,1.35
Cumin,37.57,51.82,10.05,1.0,1.38
Cumin,30.17,28.09,9.01,1.0,1.48
Cumin,21.55,34.98,9.41,1.0,1.35
Cumin,39.5,24.19,3.92,1.0,1.59
Cumin,23.62,41.13,9.86,1.0,1.33
Cumin,29.97,22.98,1.37,1.0,1.51
Cumin,33.93,37.18,6.15,1.0,1.45
Cumin,37.36,82.96,14.71,1.0,1.16
Cumin,34.89,30.19,13.61,1.0,1.5
Cumin,22.25,84.76,14.56,1.0,1.04
Cumin,36.36,51.28,14.19,1.0,1.37
Cumin,19.55,81.6,11.53,1.0,1.05
Cumin,20.43,30.02,7.24,1.0,1.37
Cumin,38.57,89.21,6.21,1.0,1.13
Cumin,24.71,78.87,10.56,1.0,1.1
Cumin,25.57,88.77,13.24,1.0,1.04
Cumin,26.88,42.4,5.48,1.0,1.35
Cumin,31.94,50.1,12.4,1.0,1.34
Custard_Apple,36.8,82.23,11.69,1.0,1.16
Custard_Apple,27.74,48.38,1.21,1.0,1.32
Custard_Apple,22.99,44.06,13.86,1.0,1.31
Custard_Apple,27.32,62.28,7.13,1.0,1.23
Custard_Apple,18.06,56.4,2.12,1.0,1.19
Custard_Apple,19.46,29.45,5.94,1.0,1.37
Custard_Apple,27.84,25.27,2.72,1.0,1.47
Custard_Apple,37.45,22.98,2.0,1.0,1.58
Custard_Apple,39.15,76.28,9.59,1.0,1.22
Custard_Apple,29.72,51.74,5.84,1.0,1.31
Custard_Apple,16.11,70.93,13.05,1.0,1.09
Custard_Apple,18.22,81.03,12.39,1.0,1.04
Custard_Apple,23.31,42.8,1.68,1.0,1.32
Custard_Apple,16.5,69.81,7.34,1.0,1.1
Custard_Apple,31.09,34.43,3.02,1.0,1.44
Custard_Apple,37.93,43.07,0.77,1.0,1.44
Custard_Apple,36.95,45.73,1.94,1.0,1.42
Custard_Apple,34.11,31.73,6.43,1.0,1.49
Custard_Apple,18.7,78.75,13.14,1.0,1.06
Custard_Apple,36.93,86.79,2.32,1.0,1.13
Custard_Apple,23.55,65.81,1.93,1.0,1.17
Custard_Apple,18.45,80.39,1.49,1.0,1.05
Custard_Apple,18.66,26.18,0.05,1.0,1.38
Custard_Apple,32.35,87.6,7.45,1.0,1.09
Custard_Apple,23.52,78.13,0.79,1.0,1.1
Custard_Apple,31.73,53.39,2.39,1.0,1.32
Custard_Apple,25.81,24.13,7.89,1.0,1.46
Custard_Apple,34.57,77.95,3.85,1.0,1.18
Custard_Apple,15.87,47.86,4.59,1.0,1.22
Custard_Apple,34.35,38.59,8.53,1.0,1.44
Custard_Apple,29.07,41.05,7.67,1.0,1.38
Custard_Apple,29.99,25.48,14.9,1.0,1.49
Custard_Apple,16.93,31.65,0.38,1.0,1.33
Custard_Apple,23.24,31.76,13.74,1.0,1.39
Custard_Apple,20.22,25.0,9.52,1.0,1.4
Custard_Apple,16.57,28.72,11.61,1.0,1.35
Custard_Apple,25.89,21.22,8.12,1.0,1.48
Custard_Apple,37.55,68.37,9.44,1.0,1.26
Custard_Apple,24.6,44.95,13.05,1.0,1.32
Custard_Apple,37.37,20.52,0.61,1.0,1.59
Custard_Apple,19.37,81.92,6.55,1.0,1.04
Custard_Apple,33.22,66.79,4.01,1.0,1.24
Custard_Apple,22.5,47.74,3.3,1.0,1.28
Custard_Apple,38.69,22.84,13.12,1.0,1.59
Custard_Apple,36.9,60.1,1.11,1.0,1.32
Custard_Apple,39.62,42.29,1.87,1.0,1.46
Custard_Apple,39.16,68.45,11.07,1.0,1.27
Custard_Apple,26.79,83.98,14.68,1.0,1.08
Custard_Apple,16.56,85.46,9.35,1.0,1.0
Custard_Apple,36.25,44.11,0.25,1.0,1.42
Dragon_Fruit,16.87,34.04,3.98,1.0,1.32
Dragon_Fruit,19.18,40.04,4.81,1.0,1.3
Dragon_Fruit,39.45,49.79,7.86,1.0,1.41
Dragon_Fruit,32.06,22.74,8.51,1.0,1.53
Dragon_Fruit,30.15,55.76,0.26,1.0,1.29
Dragon_Fruit,19.11,31.0,9.41,1.0,1.36
Dragon_Fruit,19.35,21.18,2.28,1.0,1.42
Dragon_Fruit,15.52,46.74,13.12,1.0,1.23
Dragon_Fruit,28.88,64.6,3.95,1.0,1.22
Dragon_Fruit,24.56,48.52,1.48,1.0,1.29
Dragon_Fruit,39.83,47.31,10.26,1.0,1.43
Dragon_Fruit,21.78,24.87,2.99,1.0,1.42
Dragon_Fruit,22.32,32.38,3.72,1.0,1.38
Dragon_Fruit,39.93,85.09,0.7,1.0,1.16
Dragon_Fruit,18.25,87.07,6.27,1.0,1.0
Dragon_Fruit,18.68,49.55,14.65,1.0,1.24
Dragon_Fruit,25.56,36.31,9.23,1.0,1.38
Dragon_Fruit,15.04,87.37,14.85,1.0,0.98
Dragon_Fruit,28.29,37.87,10.69,1.0,1.39
Dragon_Fruit,29.26,23.57,14.06,1.0,1.5
Dragon_Fruit,27.51,86.62,6.98,1.0,1.07
Dragon_Fruit,24.91,53.93,13.89,1.0,1.26
Dragon_Fruit,27.22,72.15,10.93,1.0,1.16
Dragon_Fruit,34.24,85.84,13.0,1.0,1.12
Dragon_Fruit,33.28,59.94,5.42,1.0,1.29
Dragon_Fruit,27.39,45.9,10.04,1.0,1.33
Dragon_Fruit,25.71,52.19,13.57,1.0,1.28
Dragon_Fruit,26.01,58.85,11.95,1.0,1.24
Dragon_Fruit,26.98,84.95,4.8,1.0,1.08
Dragon_Fruit,21.63,24.35,11.35,1.0,1.42
Dragon_Fruit,26.19,63.23,11.49,1.0,1.21
Dragon_Fruit,26.02,32.21,6.93,1.0,1.41
Dragon_Fruit,38.37,70.85,4.76,1.0,1.25
Dragon_Fruit,34.36,33.36,4.53,1.0,1.48
Dragon_Fruit,26.49,43.13,12.4,1.0,1.34
Dragon_Fruit,29.2,71.03,14.16,1.0,1.18
Dragon_Fruit,27.26,59.66,7.19,1.0,1.24
Dragon_Fruit,15.6,29.91,7.33,1.0,1.33
Dragon_Fruit,34.5,64.73,10.02,1.0,1.27
Dragon_Fruit,38.22,82.13,1.95,1.0,1.17
Dragon_Fruit,37.8,72.58,1.57,1.0,1.24
Dragon_Fruit,30.55,62.2,9.09,1.0,1.25
Dragon_Fruit,28.86,86.66,9.08,1.0,1.08
Dragon_Fruit,33.14,61.6,2.17,1.0,1.28
Dragon_Fruit,34.26,53.21,1.83,1.0,1.34
Dragon_Fruit,22.31,67.93,7.01,1.0,1.15
Dragon_Fruit,26.45,67.26,14.21,1.0,1.19
Dragon_Fruit,24.77,21.72,4.28,1.0,1.47
Dragon_Fruit,18.15,34.4,0.44,1.0,1.33
Dragon_Fruit,35.57,25.61,9.93,1.0,1.54
Fenugreek,16.94,49.03,9.8,1.0,1.23
Fenugreek,25.95,71.05,0.93,1.0,1.16
Fenugreek,21.01,26.09,7.24,1.0,1.4
Fenugreek,15.95,26.18,14.8,1.0,1.36
Fenugreek,38.77,79.95,3.57,1.0,1.19
Fenugreek,21.1,73.47,10.44,1.0,1.11
Fenugreek,37.92,56.55,2.66,1.0,1.35
Fenugreek,38.8,66.72,4.81,1.0,1.28
Fenugreek,33.22,51.58,11.69,1.0,1.34
Fenugreek,37.13,65.96,6.99,1.0,1.28
Fenugreek,29.11,72.1,11.35,1.0,1.18
Fenugreek,28.61,53.91,4.99,1.0,1.29
Fenugreek,34.45,73.77,7.71,1.0,1.2
Fenugreek,21.24,57.4,14.82,1.0,1.21
Fenugreek,29.37,71.75,12.29,1.0,1.18
Fenugreek,32.96,43.91,7.34,1.0,1.39
Fenugreek,37.38,70.92,2.92,1.0,1.24
Fenugreek,33.68,45.39,13.31,1.0,1.39
Fenugreek,30.14,61.66,7.27,1.0,1.25
Fenugreek,37.88,52.75,14.26,1.0,1.37
Fenugreek,21.47,74.35,8.78,1.0,1.1
Fenugreek,29.43,50.75,0.46,1.0,1.32
Fenugreek,35.93,32.79,12.3,1.0,1.5
Fenugreek,37.09,51.33,14.53,1.0,1.38
Fenugreek,18.79,56.79,11.5,1.0,1.19
Fenugreek,32.04,76.73,10.95,1.0,1.17
Fenugreek,32.91,25.86,14.39,1.0,1.52
Fenugreek,30.7,47.57,6.84,1.0,1.35
Fenugreek,34.12,44.49,0.73,1.0,1.4
Fenugreek,16.27,78.98,4.63,1.0,1.04
Fenugreek,33.73,50.96,5.23,1.0,1.35
Fenugreek,39.78,89.22,12.29,1.0,1.13
Fenugreek,33.58,33.58,2.32,1.0,1.47
Fenugreek,21.15,75.85,4.44,1.0,1.09
Fenugreek,23.56,85.92,0.22,1.0,1.05
Fenugreek,20.6,73.77,6.67,1.0,1.1
Fenugreek,24.75,45.07,7.78,1.0,1.32
Fenugreek,23.34,33.4,14.42,1.0,1.38
Fenugreek,35.81,65.55,10.08,1.0,1.27
Fenugreek,20.33,29.28,4.44,1.0,1.38
Fenugreek,33.34,25.21,3.98,1.0,1.52
Fenugreek,37.37,47.96,3.99,1.0,1.4
Fenugreek,20.0,68.83,8.1,1.0,1.13
Fenugreek,22.17,74.95,14.31,1.0,1.11
Fenugreek,33.37,85.09,14.8,1.0,1.12
Fenugreek,16.73,55.02,2.58,1.0,1.19
Fenugreek,26.05,25.23,2.83,1.0,1.46
Fenugreek,15.93,50.19,11.05,1.0,1.21
Fenugreek,25.22,46.43,5.28,1.0,1.31
