temperature,humidity,rainfall,growth_duration,label
20.3,81.85,89.06,150,Autumn
21.41,51.84,36.0,126,Spring
28.73,83.97,264.67,176,Monsoon
21.87,46.47,62.74,143,Spring
21.65,53.47,80.02,164,Spring
47.47,53.45,15.66,125,Summer
25.62,67.83,44.38,174,Spring
41.52,43.91,26.47,127,Summer
26.22,83.32,215.63,119,Monsoon
30.65,38.96,34.55,93,Summer
28.56,96.91,260.31,103,Monsoon
24.61,75.66,72.65,154,Autumn
26.09,68.57,51.09,108,Spring
28.59,45.17,36.29,129,Summer
24.57,82.56,254.93,176,Monsoon
20.22,83.46,232.48,144,Monsoon
7.1,56.56,55.8,160,Winter
25.09,75.39,42.93,169,Autumn
7.37,68.75,19.82,156,Winter
31.87,61.55,38.42,153,Spring
33.9,36.08,8.9,177,Summer
30.27,54.69,43.4,94,Spring
28.55,41.79,56.99,170,Spring
19.79,42.36,17.43,179,Winter
25.54,73.35,51.91,99,Autumn
26.08,74.13,95.63,92,Autumn
34.83,51.91,16.7,92,Summer
14.41,55.65,56.58,140,Winter
21.7,50.0,42.85,140,Spring
12.17,59.73,63.36,99,Winter
34.22,93.33,186.53,137,Monsoon
18.14,43.88,17.22,108,Winter
30.31,82.19,219.13,114,Monsoon
12.57,56.86,19.67,149,Winter
18.37,70.68,0.0,96,Winter
25.18,74.7,94.94,109,Autumn
14.75,39.26,33.09,128,Winter
25.72,75.49,66.14,150,Autumn
28.32,43.24,25.43,178,Summer
8.78,46.44,22.76,125,Winter
23.55,62.66,44.87,118,Winter
31.79,32.62,23.07,122,Summer
24.5,75.49,61.75,146,Autumn
5.0,34.6,50.74,122,Winter
24.22,44.76,99.39,132,Spring
22.37,66.56,4.16,156,Winter
27.48,86.79,233.93,147,Monsoon
23.35,52.76,55.88,100,Spring
24.96,75.96,57.86,105,Autumn
24.15,69.86,67.87,122,Autumn
23.61,52.98,46.49,142,Spring
23.19,74.82,91.23,114,Autumn
34.43,50.59,0.0,158,Summer
32.68,45.52,27.51,96,Summer
10.7,71.16,29.61,157,Winter
37.58,43.48,10.11,159,Summer
20.19,56.23,27.56,128,Winter
19.73,79.75,86.22,97,Autumn
25.43,74.38,78.42,93,Autumn
46.31,22.53,23.39,94,Summer
41.02,27.56,31.91,112,Summer
24.57,90.7,260.38,144,Monsoon
20.21,63.02,53.52,150,Winter
38.14,47.87,22.39,146,Summer
30.77,89.38,224.0,110,Monsoon
26.08,69.74,14.33,118,Winter
42.71,24.84,26.73,117,Summer
29.57,51.68,77.7,151,Spring
22.49,76.29,83.57,135,Autumn
31.4,72.88,95.76,131,Autumn
30.32,24.81,20.9,136,Summer
36.93,23.17,12.19,160,Summer
20.68,84.68,175.53,107,Monsoon
38.16,49.65,22.28,116,Summer
36.38,19.08,10.98,101,Summer
26.77,63.16,129.2,168,Autumn
38.82,47.1,18.29,177,Summer
12.11,62.8,33.07,105,Winter
32.32,93.39,287.25,129,Monsoon
17.43,53.49,48.31,135,Winter
21.82,71.67,65.81,121,Autumn
30.34,47.26,21.44,135,Summer
23.27,46.21,33.99,179,Spring
25.53,58.09,19.0,176,Spring
16.12,62.5,60.38,117,Winter
25.2,44.13,38.76,137,Summer
27.09,83.99,267.28,105,Monsoon
23.34,79.31,58.48,110,Autumn
29.62,86.34,277.98,111,Monsoon
14.25,47.34,38.57,130,Winter
34.68,36.24,12.94,105,Summer
22.65,54.43,33.39,148,Spring
31.81,41.98,25.21,170,Summer
26.87,91.78,351.8,134,Monsoon
36.08,46.02,17.22,105,Summer
19.56,61.34,29.85,111,Spring
29.61,39.87,14.05,96,Summer
27.75,66.14,132.13,96,Monsoon
27.18,80.94,28.3,95,Autumn
37.34,34.34,36.14,120,Summer
10.2,50.13,7.36,112,Winter
20.51,61.06,13.86,129,Winter
30.29,45.41,18.37,138,Summer
27.96,80.86,101.53,154,Autumn
33.83,33.6,4.65,148,Summer
16.6,64.49,50.35,97,Winter
31.47,44.56,69.45,171,Spring
28.74,64.45,93.15,153,Autumn
31.38,52.19,12.93,144,Summer
35.59,28.95,25.47,131,Summer
33.71,44.64,27.83,164,Summer
24.45,51.81,54.88,102,Spring
16.89,61.16,28.21,131,Winter
32.32,85.49,130.71,175,Monsoon
31.18,67.5,206.94,108,Monsoon
29.69,89.58,304.03,164,Monsoon
25.74,57.18,53.41,97,Spring
18.98,83.55,342.19,144,Monsoon
28.52,73.66,84.72,143,Autumn
26.94,55.3,48.17,175,Spring
23.91,71.95,76.14,148,Autumn
11.29,70.27,39.43,129,Winter
19.45,82.84,197.76,124,Monsoon
26.53,90.5,250.14,132,Monsoon
10.62,48.55,22.86,144,Winter
20.22,62.52,39.1,120,Autumn
29.49,77.28,337.12,160,Monsoon
25.93,51.5,53.36,149,Spring
26.83,76.38,97.65,166,Autumn
26.46,72.15,62.47,141,Autumn
22.64,55.37,33.45,156,Spring
35.44,43.56,4.77,162,Summer
24.78,61.8,67.32,113,Spring
18.89,79.29,215.6,123,Monsoon
39.84,41.53,19.63,91,Summer
35.4,36.47,30.48,145,Summer
26.91,54.66,47.17,91,Spring
20.69,74.33,61.54,116,Autumn
19.28,63.0,4.59,108,Winter
26.67,77.09,219.56,161,Monsoon
30.46,77.89,262.36,158,Monsoon
28.93,92.92,269.34,126,Monsoon
27.21,72.34,97.15,155,Autumn
30.13,55.68,0.0,126,Summer
27.5,65.03,72.36,121,Spring
9.56,61.88,53.59,138,Winter
34.73,45.57,15.33,151,Summer
22.26,78.77,94.26,153,Autumn
40.65,46.34,27.43,150,Summer
25.1,78.33,86.83,158,Autumn
23.26,79.36,59.04,112,Autumn
23.78,57.36,69.88,124,Spring
33.7,91.08,218.89,162,Monsoon
32.39,69.95,56.04,140,Autumn
29.7,94.24,202.17,93,Monsoon
26.91,74.63,375.05,145,Monsoon
14.12,50.51,26.53,107,Winter
8.99,65.09,0.0,146,Winter
18.82,67.86,70.06,108,Autumn
15.47,59.3,12.1,109,Winter
23.17,68.72,89.79,165,Autumn
21.81,76.47,76.41,167,Autumn
18.39,76.34,52.69,105,Autumn
16.74,70.2,66.46,151,Autumn
20.11,70.65,6.02,126,Winter
29.71,89.93,293.37,126,Monsoon
25.11,54.11,23.86,164,Spring
32.11,77.7,140.34,110,Monsoon
31.6,91.35,220.04,111,Monsoon
29.47,83.26,239.38,120,Monsoon
15.4,43.15,43.92,126,Winter
29.09,90.82,313.55,153,Monsoon
21.27,44.78,55.49,120,Winter
24.14,92.34,342.37,178,Monsoon
39.29,30.43,25.22,98,Summer
27.74,77.87,304.14,155,Monsoon
31.9,68.92,176.83,149,Monsoon
29.56,51.58,43.19,93,Spring
20.23,51.58,84.75,106,Spring
32.24,91.15,276.38,136,Monsoon
21.01,60.83,39.4,174,Winter
31.94,98.47,245.5,114,Monsoon
18.95,54.29,67.78,109,Winter
31.45,67.88,283.0,177,Monsoon
19.87,84.22,92.63,129,Autumn
15.67,50.37,74.08,133,Winter
30.13,95.03,299.5,97,Monsoon
31.32,49.76,18.24,172,Summer
16.18,55.58,65.92,102,Winter
29.01,52.5,51.09,112,Spring
6.74,69.5,25.25,99,Winter
25.05,79.74,55.24,142,Autumn
13.84,68.26,13.29,134,Winter
29.2,83.13,215.29,156,Monsoon
24.54,52.38,24.69,128,Spring
20.21,62.99,88.26,148,Spring
25.7,53.44,53.08,93,Spring
23.54,49.05,35.78,104,Spring
19.48,69.74,76.56,101,Autumn
30.78,52.58,38.12,97,Summer
7.89,53.5,16.98,99,Winter
25.67,60.07,51.88,96,Spring
27.09,74.32,65.79,168,Autumn
17.58,79.47,88.6,105,Autumn
31.02,86.01,239.93,159,Monsoon
23.91,85.31,307.01,178,Monsoon
23.15,53.05,35.63,125,Spring
22.39,65.32,42.71,122,Winter
24.72,56.82,28.77,96,Winter
38.02,51.19,15.76,99,Summer
28.68,88.13,291.65,106,Monsoon
20.56,55.88,27.56,172,Spring
19.36,80.2,65.16,113,Autumn
25.18,56.41,62.83,126,Spring
27.97,67.57,40.62,159,Spring
28.47,79.77,289.53,100,Monsoon
25.75,64.53,32.6,151,Spring
18.15,74.04,15.02,151,Winter
21.04,59.78,70.19,177,Spring
24.59,70.04,102.01,118,Autumn
16.41,56.97,10.71,118,Winter
25.93,76.83,76.98,91,Autumn
16.54,53.45,42.99,172,Winter
29.52,93.24,378.12,119,Monsoon
21.05,76.21,65.21,148,Autumn
35.67,48.95,15.62,100,Summer
25.35,70.6,83.36,111,Autumn
15.39,64.04,22.02,132,Winter
26.53,79.6,67.39,99,Autumn
8.84,59.83,50.36,109,Winter
25.3,57.01,46.28,113,Spring
19.31,67.39,28.9,90,Winter
20.92,80.55,64.08,148,Autumn
15.47,66.51,0.0,176,Winter
19.26,67.4,0.0,96,Winter
27.58,88.69,290.59,159,Monsoon
20.54,68.4,94.1,99,Autumn
19.46,65.34,8.17,159,Winter
28.74,88.5,279.09,106,Monsoon
5.0,67.84,22.57,100,Winter
30.26,94.42,269.39,175,Monsoon
25.46,91.99,305.67,111,Monsoon
26.43,84.33,50.45,168,Autumn
24.08,87.24,257.88,160,Monsoon
39.79,39.65,6.74,130,Summer
39.97,50.27,2.67,125,Summer
38.07,47.23,12.79,98,Summer
19.44,66.81,32.63,113,Winter
5.0,60.26,14.61,125,Winter
30.03,37.14,19.75,127,Summer
27.3,56.93,62.51,128,Spring
15.53,48.51,11.61,158,Winter
15.99,59.57,62.61,177,Winter
25.56,58.96,59.52,157,Spring
24.47,81.18,285.63,157,Monsoon
23.77,83.19,292.94,114,Monsoon
23.72,70.52,103.55,137,Autumn
27.68,56.22,11.3,157,Spring
32.97,36.64,15.92,163,Summer
21.86,72.15,103.67,150,Autumn
40.48,56.86,20.78,178,Summer
24.13,50.45,46.1,173,Spring
25.79,97.91,246.79,115,Monsoon
37.52,25.4,36.66,164,Summer
25.3,70.95,84.86,159,Autumn
28.17,45.69,29.78,148,Spring
13.99,61.98,45.06,144,Winter
17.26,49.48,67.71,154,Winter
25.66,97.48,224.05,139,Monsoon
33.23,34.82,23.87,179,Summer
37.55,25.74,16.43,161,Summer
25.1,53.74,60.93,128,Spring
28.72,53.71,31.9,126,Spring
25.46,85.77,201.16,127,Monsoon
25.24,81.5,218.93,174,Monsoon
29.85,74.11,239.99,109,Monsoon
27.19,91.59,248.88,159,Monsoon
36.8,35.72,18.5,115,Summer
28.49,92.73,338.96,151,Monsoon
35.96,37.34,8.87,111,Summer
13.48,63.2,48.59,173,Winter
29.95,97.52,159.38,178,Monsoon
23.32,79.01,120.08,164,Autumn
11.01,61.22,35.43,159,Winter
30.32,53.63,4.12,158,Summer
19.12,59.62,39.06,93,Spring
43.34,44.48,23.34,127,Summer
25.17,56.76,56.85,150,Spring
34.87,91.66,310.6,128,Monsoon
18.5,68.83,1.72,178,Winter
24.0,48.92,35.22,116,Spring
24.19,86.86,75.39,151,Autumn
19.26,49.15,62.64,147,Spring
12.1,57.78,10.15,119,Winter
29.87,80.21,260.63,94,Monsoon
23.45,68.19,91.35,168,Autumn
37.34,40.44,33.69,163,Summer
24.83,79.53,42.37,128,Autumn
21.8,57.98,67.05,111,Spring
28.04,55.27,17.8,97,Spring
27.52,69.45,96.67,146,Autumn
19.79,73.42,41.9,109,Winter
29.21,90.58,203.61,158,Monsoon
36.74,44.18,21.57,109,Summer
9.98,51.77,40.94,119,Winter
25.04,78.49,81.15,122,Autumn
22.81,68.21,3.22,149,Winter
21.66,49.79,68.63,153,Spring
15.39,40.37,0.0,137,Winter
37.69,24.26,26.08,168,Summer
19.88,50.38,35.76,165,Winter
22.19,53.96,64.52,137,Spring
25.22,58.56,32.23,97,Spring
23.28,43.96,77.9,150,Spring
29.77,51.39,26.89,91,Spring
26.02,57.72,14.88,122,Spring
22.02,65.82,90.0,94,Autumn
26.45,80.95,266.3,138,Monsoon
28.28,74.22,76.23,141,Autumn
27.58,54.23,39.46,112,Summer
22.21,75.71,258.32,116,Monsoon
29.5,72.95,44.0,153,Autumn
24.04,62.83,23.91,122,Summer
27.17,63.8,62.45,145,Spring
36.55,38.04,28.06,149,Summer
23.83,52.03,49.01,161,Spring
24.96,86.56,257.57,118,Monsoon
18.72,59.77,0.0,130,Winter
22.79,70.35,41.46,98,Spring
26.01,52.82,50.86,138,Spring
37.98,47.17,21.65,157,Summer
12.81,52.81,0.0,140,Winter
6.83,67.58,40.52,163,Winter
28.09,71.97,65.65,112,Autumn
34.89,32.95,13.83,99,Summer
26.91,57.19,37.36,115,Spring
22.64,45.53,24.68,111,Summer
21.59,98.96,243.01,170,Monsoon
16.84,51.36,41.54,172,Winter
23.98,23.18,29.72,166,Summer
22.58,84.58,151.79,94,Monsoon
24.98,78.87,80.19,152,Autumn
21.67,56.89,0.0,135,Winter
25.89,71.92,103.99,119,Autumn
31.01,34.02,28.55,104,Summer
20.6,77.61,80.04,108,Autumn
9.46,74.65,2.25,162,Winter
27.1,52.09,22.53,138,Summer
16.73,55.98,47.93,177,Winter
25.08,77.69,108.11,126,Autumn
26.38,55.91,42.24,107,Spring
24.93,46.49,31.25,165,Spring
39.78,42.62,21.42,172,Summer
31.09,29.73,43.91,108,Summer
29.79,41.9,29.67,91,Summer
21.87,74.55,52.4,128,Autumn
31.97,91.26,229.61,178,Monsoon
26.88,73.36,93.4,121,Autumn
30.7,49.57,45.61,94,Spring
24.04,50.45,40.67,126,Spring
32.41,28.27,17.38,127,Summer
16.22,44.44,53.55,152,Spring
38.51,20.58,27.64,132,Summer
32.48,64.7,5.85,143,Summer
26.91,79.71,309.83,156,Monsoon
38.86,30.09,12.26,176,Summer
19.21,64.87,25.36,178,Winter
24.2,80.52,67.23,179,Autumn
29.79,79.56,344.3,166,Monsoon
40.26,49.71,31.28,100,Summer
30.18,87.13,243.72,105,Monsoon
24.76,53.58,11.85,152,Summer
18.34,68.38,62.05,139,Winter
31.36,90.34,201.3,163,Monsoon
9.31,57.43,46.83,118,Winter
18.34,59.21,51.87,130,Winter
25.95,56.49,66.88,139,Spring
13.9,61.43,11.52,140,Winter
25.57,77.71,89.21,112,Autumn
37.72,33.24,12.43,137,Summer
39.3,36.93,16.73,122,Summer
14.23,65.3,42.95,160,Winter
28.91,85.78,256.06,108,Monsoon
26.07,76.57,214.19,145,Monsoon
35.14,17.69,17.24,170,Summer
30.74,55.21,42.1,134,Spring
19.19,54.47,0.0,116,Winter
20.77,83.73,137.99,92,Autumn
40.68,52.46,29.53,125,Summer
19.72,66.7,40.8,131,Winter
26.86,78.48,357.63,99,Monsoon
27.72,54.45,55.39,108,Spring
10.41,53.1,63.01,90,Winter
21.99,53.97,76.77,106,Spring
30.61,100.0,265.75,90,Monsoon
21.28,79.45,63.14,170,Autumn
19.54,54.64,51.11,155,Spring
21.84,63.23,57.82,157,Autumn
29.45,94.31,283.13,130,Monsoon
25.38,73.36,102.14,162,Autumn
41.6,40.84,25.38,169,Summer
23.72,75.72,76.16,102,Autumn
23.67,66.77,59.11,144,Autumn
37.5,31.48,24.85,169,Summer
21.54,62.37,49.79,90,Spring
19.17,58.73,30.39,129,Winter
21.54,71.9,100.9,129,Autumn
22.71,24.99,15.2,95,Summer
19.82,59.63,49.92,178,Spring
30.23,43.16,18.26,141,Summer
25.93,73.07,67.7,140,Autumn
22.67,60.77,39.56,164,Spring
18.19,50.8,25.44,130,Winter
24.29,86.0,73.91,131,Autumn
22.59,77.32,80.51,129,Autumn
28.57,32.24,18.46,131,Summer
28.19,31.65,22.05,113,Summer
30.88,87.49,134.98,95,Monsoon
23.61,77.26,89.98,103,Autumn
17.44,58.76,42.21,148,Winter
26.55,44.51,57.93,177,Spring
33.21,53.79,15.03,166,Summer
25.56,59.08,67.38,112,Spring
43.91,21.21,0.0,124,Summer
23.7,57.83,41.43,126,Spring
22.45,61.94,58.12,175,Spring
34.42,41.94,22.03,153,Summer
35.1,28.53,24.59,153,Summer
22.12,91.45,260.28,95,Monsoon
18.85,62.78,0.0,169,Winter
11.96,59.02,22.56,110,Winter
32.82,62.27,26.86,156,Summer
23.18,71.27,64.53,122,Autumn
24.01,52.21,49.38,178,Spring
34.03,23.46,10.08,175,Summer
34.69,19.28,11.92,95,Summer
44.03,33.55,9.75,137,Summer
38.29,69.81,22.85,123,Summer
11.19,66.06,25.46,173,Winter
28.23,23.95,17.29,97,Summer
16.91,55.42,12.9,129,Winter
32.32,92.13,295.13,131,Monsoon
27.12,50.04,69.45,150,Spring
33.5,48.77,25.8,130,Summer
32.99,38.25,15.68,127,Summer
26.67,87.68,77.47,138,Autumn
17.58,69.63,23.65,141,Winter
38.42,40.07,32.53,163,Summer
14.27,81.87,16.92,177,Winter
29.89,86.06,148.76,91,Monsoon
24.02,62.57,55.87,93,Autumn
33.05,81.38,307.35,151,Monsoon
29.92,27.74,26.75,134,Summer
23.15,69.47,64.95,164,Autumn
22.08,78.55,58.42,144,Autumn
20.78,56.47,51.09,105,Spring
26.65,79.87,263.31,177,Monsoon
28.4,50.09,51.46,135,Spring
25.47,58.07,63.83,159,Spring
18.89,42.74,6.74,98,Winter
31.86,71.21,239.76,120,Monsoon
25.51,53.51,35.28,116,Spring
23.06,77.62,87.5,142,Autumn
24.98,83.84,174.66,151,Monsoon
36.71,48.31,31.02,151,Summer
21.8,49.71,32.69,119,Spring
5.12,55.55,34.97,110,Winter
23.15,76.48,43.17,161,Autumn
28.21,80.21,192.87,101,Monsoon
36.91,37.54,29.73,175,Summer
24.49,47.87,79.76,151,Spring
20.82,49.74,56.53,153,Spring
32.23,36.69,20.52,132,Summer
31.64,43.26,28.58,95,Summer
28.25,25.16,22.06,150,Summer
26.67,88.18,185.7,176,Monsoon
16.78,70.88,39.8,124,Winter
30.04,87.21,234.15,119,Monsoon
39.94,52.28,16.05,106,Summer
24.24,54.59,60.59,116,Spring
39.76,21.91,25.49,125,Summer
27.15,78.95,175.08,178,Monsoon
30.51,53.24,69.73,150,Spring
37.09,40.47,34.93,98,Summer
25.19,52.17,30.56,163,Spring
20.45,55.58,40.1,122,Winter
25.34,51.37,60.79,133,Spring
40.01,35.85,25.42,110,Summer
33.95,52.79,28.49,149,Summer
24.77,84.24,223.72,170,Monsoon
17.49,67.38,19.91,97,Winter
22.1,78.29,87.09,117,Autumn
24.94,55.31,78.07,124,Spring
24.03,58.96,41.35,115,Spring
7.17,41.23,47.76,147,Winter
27.26,92.23,298.04,110,Monsoon
23.9,87.54,229.77,134,Monsoon
34.77,59.1,14.57,110,Summer
41.56,54.9,3.87,169,Summer
21.67,50.67,53.8,109,Winter
