record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,sowing_day_of_year_num
7354,AP032,27.17,89.63,FLD07354,5526,Black Pepper,Spice,Year-round,Humid,259,42,205,7.1,0.66,Sandy Clay,32,5.2,1407,1091,465,724,995,26.7,26.7,77,5.6,1.19,0.63,0.69,0.02,0.57,0.58,0.63,0.69,0.66,0.67,0.49,0.48,0.25,0.25,156,Bulbing,Drip,Black Pepper,397,0,Kharif,156
7355,KA002,27.08,78.69,FLD07355,16413,Black Pepper,Spice,Year-round,Arid,214,44,170,7.5,0.91,Loam,33,20.5,481,365,141,250,322,31.3,31.3,55,5.5,1.19,0.64,0.68,0.012,0.62,0.61,0.59,0.65,0.66,0.68,0.51,0.52,0.26,0.34,148,Grand growth,Drip,Black Pepper,1158,0,Kharif,148
7356,TN008,34.39,93.99,FLD07356,9489,Black Pepper,Spice,Year-round,Mountain,231,47,204,7.1,0.83,Sandy,24,11.8,2691,2226,749,1351,2009,20.0,20.0,69,6.0,1.19,0.65,0.72,0.022,0.61,0.59,0.61,0.67,0.68,0.72,0.51,0.51,0.24,0.25,164,Tuber development,Surface,Black Pepper,678,0,Kharif,164
7357,PB002,12.43,73.25,FLD07357,7216,Black Pepper,Spice,Year-round,Sub-Humid,302,29,172,6.5,0.75,Clay,38,10.1,980,878,363,588,833,29.2,29.2,76,5.6,1.19,0.64,0.7,0.016,0.62,0.59,0.62,0.66,0.66,0.7,0.52,0.49,0.24,0.29,141,Flowering,Drip,Black Pepper,471,0,Kharif,141
7358,GJ044,14.94,82.92,FLD07358,9646,Black Pepper,Spice,Year-round,Coastal,194,33,181,5.9,0.59,Clay,33,7.0,2337,1833,623,1228,1735,29.2,29.2,82,6.2,1.19,0.64,0.68,0.008,0.62,0.6,0.61,0.67,0.68,0.66,0.54,0.5,0.27,0.34,157,Bulbing,Sprinkler,Black Pepper,711,0,Kharif,157
7360,AP039,29.75,78.09,FLD07360,6466,Black Pepper,Spice,Year-round,Humid,241,38,187,6.3,0.96,Clay Loam,21,6.3,1868,1417,579,985,1224,25.2,25.2,79,5.5,1.19,0.64,0.68,0.012,0.61,0.57,0.63,0.68,0.67,0.67,0.52,0.48,0.33,0.34,169,Pod formation,Drip,Black Pepper,473,0,Kharif,169
7364,MH050,21.18,75.66,FLD07364,8455,Black Pepper,Spice,Year-round,Coastal,188,47,224,6.6,0.63,Loam,27,6.6,2307,2045,616,1618,1809,28.0,28.0,71,5.2,1.19,0.64,0.71,0.016,0.62,0.57,0.59,0.66,0.71,0.7,0.52,0.47,0.31,0.33,140,Tuber bulking,Drip,Black Pepper,622,0,Kharif,140
7366,PB017,14.04,73.72,FLD07366,10669,Black Pepper,Spice,Year-round,Coastal,298,39,178,7.4,0.63,Sandy Clay,33,10.3,2229,1750,780,1106,1584,29.1,29.1,75,5.8,1.19,0.64,0.7,0.024,0.58,0.57,0.62,0.67,0.67,0.7,0.5,0.49,0.27,0.25,156,Pod formation,Drip,Black Pepper,801,0,Kharif,156
7367,AP047,16.56,81.13,FLD07367,18933,Black Pepper,Spice,Year-round,Humid,181,34,194,5.8,0.68,Sandy,31,5.2,3122,2637,799,2091,2460,26.4,26.4,79,5.1,1.19,0.64,0.7,0.024,0.58,0.58,0.61,0.68,0.69,0.7,0.48,0.48,0.26,0.33,164,Mature,Surface,Black Pepper,1320,0,Kharif,164
7369,PB046,12.98,88.06,FLD07369,19365,Black Pepper,Spice,Year-round,Coastal,189,46,224,6.4,0.64,Sandy Clay,38,11.8,1400,1088,484,684,996,30.1,30.1,82,6.5,1.19,0.65,0.71,0.018,0.61,0.6,0.65,0.65,0.71,0.7,0.51,0.49,0.28,0.26,146,Tuber bulking,Surface,Black Pepper,1440,0,Kharif,146
7373,MP039,24.04,86.98,FLD07373,5809,Black Pepper,Spice,Year-round,Humid,298,28,208,6.2,0.54,Loam,32,9.9,2001,1696,539,1265,1508,28.2,28.2,82,5.2,1.19,0.64,0.7,0.016,0.59,0.59,0.61,0.66,0.7,0.67,0.5,0.49,0.29,0.26,164,Tuber development,Surface,Black Pepper,434,0,Kharif,164
7377,UP015,26.05,74.79,FLD07377,7066,Black Pepper,Spice,Year-round,Plateau,320,37,174,6.8,0.83,Sandy Loam,25,11.4,1196,966,379,668,839,26.1,26.1,74,6.0,1.19,0.65,0.71,0.022,0.6,0.6,0.62,0.68,0.7,0.71,0.5,0.52,0.28,0.27,151,Boll formation,Sprinkler,Black Pepper,488,0,Kharif,151
7379,PB003,29.47,79.86,FLD07379,10682,Black Pepper,Spice,Year-round,Arid,269,48,197,6.8,0.64,Clay Loam,37,23.0,371,309,116,234,270,35.9,35.9,45,5.2,1.19,0.63,0.69,0.026,0.56,0.62,0.6,0.64,0.67,0.69,0.48,0.51,0.32,0.25,149,Flowering,Sprinkler,Black Pepper,778,0,Kharif,149
7380,KA027,18.67,74.27,FLD07380,19966,Black Pepper,Spice,Year-round,Plateau,311,38,209,6.4,0.55,Sandy Loam,32,11.9,855,806,353,629,742,30.8,30.8,64,6.2,1.19,0.64,0.7,0.02,0.6,0.6,0.62,0.65,0.67,0.7,0.52,0.51,0.33,0.28,167,Mature,Drip,Black Pepper,1455,0,Kharif,167
7382,KA042,28.42,83.22,FLD07382,17526,Black Pepper,Spice,Year-round,Arid,234,30,184,6.9,0.92,Loam,38,25.0,251,225,98,158,195,33.5,33.5,56,6.1,1.19,0.63,0.7,0.026,0.57,0.58,0.61,0.65,0.68,0.7,0.49,0.49,0.26,0.28,141,Mature,Drip,Black Pepper,1444,443,Kharif,141
7385,HR034,28.4,83.68,FLD07385,10990,Black Pepper,Spice,Year-round,Arid,293,42,219,6.7,0.59,Sandy Clay,37,15.6,453,417,132,279,361,31.2,31.2,55,5.2,1.19,0.63,0.66,0.012,0.6,0.6,0.62,0.64,0.66,0.66,0.5,0.52,0.32,0.26,155,Reproductive,Drip,Black Pepper,815,0,Kharif,155
7386,RJ042,12.82,74.94,FLD07386,16956,Black Pepper,Spice,Year-round,Humid,195,42,219,6.2,0.79,Sandy Clay,28,8.5,1281,1141,495,899,1057,25.2,25.2,85,6.1,1.19,0.65,0.71,0.018,0.62,0.61,0.65,0.65,0.68,0.71,0.53,0.51,0.33,0.26,143,Bulbing,Drip,Black Pepper,1207,0,Kharif,143
7387,AP009,30.89,78.64,FLD07387,6011,Black Pepper,Spice,Year-round,Mountain,278,45,178,6.1,0.61,Sandy,28,9.2,2215,1808,645,1215,1698,16.8,16.8,73,5.3,1.19,0.63,0.68,0.016,0.6,0.57,0.61,0.65,0.66,0.68,0.51,0.48,0.3,0.34,153,Vegetative,Surface,Black Pepper,430,0,Kharif,153
7388,PB011,11.88,83.3,FLD07388,18186,Black Pepper,Spice,Year-round,Arid,279,41,217,7.8,0.81,Sandy Clay,23,23.2,420,388,167,300,356,33.9,33.9,57,6.2,1.19,0.64,0.72,0.024,0.6,0.59,0.62,0.63,0.68,0.72,0.52,0.51,0.29,0.27,157,Fruiting,Sprinkler,Black Pepper,1441,0,Kharif,157
7389,AP039,10.74,88.68,FLD07389,15717,Black Pepper,Spice,Year-round,Sub-Humid,294,50,199,7.4,0.77,Sandy,33,9.2,1062,848,304,612,737,28.2,28.2,73,5.4,1.19,0.63,0.68,0.02,0.57,0.57,0.64,0.68,0.66,0.67,0.48,0.48,0.27,0.3,162,Reproductive,Sprinkler,Black Pepper,1222,0,Kharif,162
7390,MH045,24.05,70.74,FLD07390,11579,Black Pepper,Spice,Year-round,Semi-Arid,236,36,239,7.5,0.72,Sandy Loam,29,10.1,566,463,155,369,419,30.3,30.3,59,5.5,1.19,0.64,0.7,0.026,0.57,0.59,0.65,0.65,0.68,0.7,0.47,0.51,0.33,0.31,167,Pod formation,Drip,Black Pepper,792,0,Kharif,167
7393,HR003,11.33,84.43,FLD07393,7554,Black Pepper,Spice,Year-round,Coastal,276,38,190,7.0,0.63,Sandy Clay,33,10.6,1884,1708,649,1319,1537,28.2,28.2,73,5.7,1.19,0.65,0.69,0.016,0.6,0.62,0.63,0.67,0.69,0.68,0.5,0.54,0.24,0.26,151,Vegetative,Surface,Black Pepper,515,0,Kharif,151
7397,MH029,27.23,81.1,FLD07397,17045,Black Pepper,Spice,Year-round,Sub-Humid,229,42,199,6.1,0.6,Loam,37,11.8,855,704,211,447,635,27.2,27.2,73,5.4,1.19,0.63,0.71,0.022,0.58,0.57,0.59,0.64,0.71,0.69,0.48,0.5,0.34,0.28,148,Vegetative,Sprinkler,Black Pepper,1131,0,Kharif,148
7399,KA034,17.73,78.11,FLD07399,14600,Black Pepper,Spice,Year-round,Coastal,282,35,203,5.8,0.71,Clay,31,9.0,2409,2242,835,1411,2074,28.2,28.2,71,6.0,1.19,0.64,0.68,0.016,0.6,0.62,0.61,0.66,0.68,0.68,0.52,0.54,0.31,0.31,144,Reproductive,Drip,Black Pepper,1061,0,Kharif,144
7401,TN003,10.76,75.96,FLD07401,11528,Black Pepper,Spice,Year-round,Semi-Arid,266,30,232,6.4,0.85,Laterite,20,13.9,827,733,276,546,640,28.7,28.7,59,6.4,1.19,0.63,0.69,0.026,0.56,0.57,0.63,0.66,0.66,0.69,0.48,0.47,0.28,0.26,156,Grain filling,Sprinkler,Black Pepper,859,0,Kharif,156
7402,MH007,11.62,76.54,FLD07402,5531,Black Pepper,Spice,Year-round,Coastal,254,38,235,7.5,0.68,Laterite,26,7.1,2610,2309,709,1788,2102,30.6,30.6,80,5.7,1.19,0.63,0.7,0.016,0.58,0.57,0.61,0.66,0.7,0.66,0.49,0.48,0.31,0.32,164,Nut development,Drip,Black Pepper,421,0,Kharif,164
7405,RJ040,29.79,93.72,FLD07405,9330,Black Pepper,Spice,Year-round,Mountain,285,35,190,7.6,0.83,Laterite,23,11.7,1933,1501,609,1195,1379,22.6,22.6,75,5.6,1.19,0.64,0.7,0.016,0.62,0.58,0.6,0.66,0.7,0.7,0.53,0.48,0.31,0.33,160,Tuber bulking,Drip,Black Pepper,694,0,Kharif,160
7407,MP044,27.75,88.17,FLD07407,11165,Black Pepper,Spice,Year-round,Sub-Humid,214,44,175,7.7,0.62,Sandy Loam,38,12.0,960,852,315,648,804,29.6,29.6,72,5.1,1.19,0.63,0.71,0.022,0.6,0.57,0.6,0.65,0.66,0.71,0.53,0.48,0.24,0.34,165,Grain filling,Surface,Black Pepper,779,0,Kharif,165
7408,GJ049,18.18,78.35,FLD07408,15558,Black Pepper,Spice,Year-round,Arid,279,48,205,6.4,0.67,Clay,35,19.1,302,246,91,148,217,32.2,32.2,53,5.2,1.19,0.64,0.68,0.012,0.61,0.58,0.64,0.66,0.68,0.67,0.5,0.51,0.24,0.3,170,Pod formation,Sprinkler,Black Pepper,1485,0,Kharif,170
7419,PB042,11.18,73.99,FLD07419,9223,Black Pepper,Spice,Year-round,Humid,268,52,228,5.9,0.51,Sandy Loam,21,8.2,3091,2391,1071,1900,2186,27.9,27.9,76,5.9,1.19,0.64,0.7,0.022,0.59,0.58,0.61,0.66,0.68,0.7,0.5,0.49,0.27,0.33,141,Reproductive,Drip,Black Pepper,682,0,Kharif,141
7420,TN041,12.98,83.37,FLD07420,15819,Black Pepper,Spice,Year-round,Humid,203,35,178,7.4,0.58,Sandy,21,8.0,2796,2141,838,1604,1889,25.1,25.1,83,6.5,1.19,0.64,0.68,0.012,0.61,0.58,0.6,0.67,0.68,0.67,0.5,0.49,0.29,0.25,143,Boll formation,Surface,Black Pepper,1071,0,Kharif,143
7421,RJ021,23.39,81.37,FLD07421,14079,Black Pepper,Spice,Year-round,Humid,240,45,238,7.7,0.9,Laterite,34,9.3,2801,2445,875,1758,2255,26.6,26.6,78,5.1,1.19,0.64,0.7,0.018,0.57,0.58,0.64,0.66,0.7,0.66,0.49,0.49,0.27,0.33,159,Flush,Surface,Black Pepper,1133,0,Kharif,159
7425,MH024,11.66,76.65,FLD07425,11791,Black Pepper,Spice,Year-round,Coastal,183,32,216,7.0,0.85,Sandy Loam,35,9.9,862,738,290,483,633,28.8,28.8,74,5.8,1.19,0.64,0.7,0.024,0.58,0.61,0.62,0.63,0.7,0.7,0.51,0.52,0.31,0.29,154,Reproductive,Sprinkler,Black Pepper,871,0,Kharif,154
7427,PB048,23.19,82.38,FLD07427,12203,Black Pepper,Spice,Year-round,Arid,282,28,201,5.9,0.76,Loam,38,18.6,352,304,129,188,282,30.5,30.5,48,5.9,1.19,0.63,0.67,0.012,0.6,0.58,0.61,0.65,0.67,0.66,0.5,0.49,0.33,0.29,150,Tuber development,Sprinkler,Black Pepper,928,0,Kharif,150
7430,HR035,24.08,78.24,FLD07430,19897,Black Pepper,Spice,Year-round,Plateau,295,48,210,6.8,0.54,Sandy,31,10.9,837,671,206,493,631,30.1,30.1,63,6.1,1.19,0.64,0.69,0.018,0.6,0.61,0.6,0.64,0.67,0.69,0.52,0.51,0.27,0.3,166,Vegetative,Surface,Black Pepper,1506,0,Kharif,166
7431,KA007,25.51,89.75,FLD07431,10632,Black Pepper,Spice,Year-round,Arid,217,31,222,7.1,0.64,Clay,35,22.3,420,321,121,254,295,30.3,30.3,49,5.8,1.19,0.65,0.7,0.008,0.62,0.61,0.64,0.65,0.7,0.66,0.52,0.54,0.28,0.29,168,Reproductive,Drip,Black Pepper,839,0,Kharif,168
7438,MH034,12.94,73.96,FLD07438,17131,Black Pepper,Spice,Year-round,Semi-Arid,242,28,205,6.5,0.69,Sandy Loam,38,11.1,745,647,226,447,551,31.2,31.2,68,6.2,1.19,0.64,0.71,0.022,0.58,0.58,0.6,0.66,0.71,0.69,0.48,0.49,0.26,0.29,163,Flush,Sprinkler,Black Pepper,1182,0,Kharif,163
7439,GJ028,33.99,83.16,FLD07439,15136,Black Pepper,Spice,Year-round,Mountain,238,32,215,7.0,0.74,Loam,29,8.9,2306,1928,726,1512,1687,17.4,17.4,63,5.6,1.19,0.64,0.67,0.018,0.58,0.62,0.63,0.66,0.67,0.67,0.5,0.54,0.26,0.25,160,Flush,Surface,Black Pepper,1167,0,Kharif,160
7441,HR039,12.62,73.29,FLD07441,13296,Black Pepper,Spice,Year-round,Plateau,231,34,227,6.1,0.97,Clay,31,12.4,903,833,265,545,724,27.3,27.3,63,6.0,1.19,0.63,0.7,0.028,0.56,0.61,0.61,0.64,0.68,0.7,0.48,0.52,0.34,0.31,156,Boll formation,Sprinkler,Black Pepper,1024,0,Kharif,156
7443,KA037,17.54,77.2,FLD07443,17886,Black Pepper,Spice,Year-round,Semi-Arid,292,42,228,6.1,0.97,Sandy Loam,24,11.7,612,501,163,372,447,31.2,31.2,68,5.9,1.19,0.64,0.71,0.02,0.56,0.58,0.65,0.68,0.71,0.66,0.48,0.48,0.28,0.33,168,Fruiting,Drip,Black Pepper,1389,0,Kharif,168
7444,AP004,19.36,75.98,FLD07444,7059,Black Pepper,Spice,Year-round,Arid,256,51,187,6.7,0.74,Sandy Clay,22,15.5,374,352,127,241,311,31.0,31.0,45,5.8,1.19,0.64,0.69,0.018,0.6,0.59,0.62,0.66,0.68,0.69,0.52,0.49,0.31,0.28,155,Flowering,Drip,Black Pepper,567,0,Kharif,155
7445,KA033,28.2,83.22,FLD07445,8323,Black Pepper,Spice,Year-round,Semi-Arid,188,34,232,6.6,0.78,Clay,27,11.4,674,582,241,432,541,30.6,30.6,64,5.7,1.19,0.64,0.7,0.016,0.58,0.61,0.6,0.66,0.7,0.66,0.51,0.53,0.28,0.25,145,Reproductive,Drip,Black Pepper,559,0,Kharif,145
7447,RJ047,20.13,81.51,FLD07447,16298,Black Pepper,Spice,Year-round,Arid,242,37,171,5.8,0.55,Loam,28,18.9,464,365,161,237,320,35.6,35.6,52,5.7,1.19,0.65,0.71,0.024,0.59,0.62,0.64,0.66,0.71,0.71,0.49,0.54,0.28,0.25,151,Flowering,Sprinkler,Black Pepper,1130,0,Kharif,151
7448,MP025,33.78,92.88,FLD07448,14238,Black Pepper,Spice,Year-round,Mountain,290,45,210,7.0,0.6,Laterite,36,7.7,3079,2882,1038,2267,2676,17.5,17.5,81,6.4,1.19,0.65,0.71,0.018,0.62,0.58,0.6,0.67,0.7,0.71,0.54,0.48,0.29,0.25,158,Tuber bulking,Surface,Black Pepper,1038,0,Kharif,158
7450,AP036,10.61,74.96,FLD07450,5352,Black Pepper,Spice,Year-round,Humid,256,43,233,6.0,0.7,Clay Loam,38,8.9,2844,2264,808,1533,2076,27.0,27.0,83,5.9,1.19,0.64,0.69,0.02,0.59,0.58,0.61,0.68,0.69,0.69,0.51,0.49,0.3,0.29,154,Rhizome development,Drip,Black Pepper,413,0,Kharif,154
7453,TN011,16.21,87.88,FLD07453,5896,Black Pepper,Spice,Year-round,Plateau,196,32,214,6.1,0.9,Loam,29,13.5,688,623,188,494,569,26.5,26.5,72,5.6,1.19,0.64,0.67,0.02,0.57,0.59,0.64,0.67,0.67,0.67,0.48,0.51,0.3,0.33,168,Tuber bulking,Drip,Black Pepper,424,0,Kharif,168
7454,AP010,17.09,73.91,FLD07454,13536,Black Pepper,Spice,Year-round,Semi-Arid,201,30,203,6.5,0.56,Sandy Loam,27,16.5,678,594,194,466,520,30.6,30.6,64,5.1,1.19,0.62,0.67,0.022,0.56,0.57,0.64,0.65,0.66,0.67,0.46,0.47,0.32,0.28,165,Grand growth,Drip,Black Pepper,936,0,Kharif,165
7457,TN039,15.25,80.09,FLD07457,11695,Black Pepper,Spice,Year-round,Sub-Humid,243,46,234,7.5,0.76,Sandy Clay,38,8.9,1057,943,393,634,845,29.5,29.5,76,5.7,1.19,0.65,0.71,0.024,0.57,0.61,0.64,0.65,0.71,0.69,0.5,0.53,0.28,0.32,141,Rhizome development,Drip,Black Pepper,888,0,Kharif,141
7460,AP003,10.26,70.29,FLD07460,14006,Black Pepper,Spice,Year-round,Coastal,254,28,231,7.2,0.82,Laterite,26,8.8,2690,2410,830,1498,2263,29.7,29.7,73,5.6,1.19,0.64,0.71,0.012,0.6,0.58,0.63,0.67,0.71,0.66,0.52,0.49,0.31,0.34,163,Flowering,Sprinkler,Black Pepper,937,0,Kharif,163
7461,GJ023,10.61,77.32,FLD07461,14565,Black Pepper,Spice,Year-round,Plateau,260,36,181,7.2,0.97,Sandy Loam,22,13.8,1152,1010,376,654,952,30.7,30.7,75,6.1,1.19,0.64,0.7,0.01,0.62,0.58,0.59,0.66,0.7,0.67,0.52,0.48,0.27,0.27,156,Tuber bulking,Surface,Black Pepper,1024,0,Kharif,156
7462,MH048,26.38,76.44,FLD07462,14936,Black Pepper,Spice,Year-round,Plateau,285,38,237,6.6,0.57,Sandy Clay,23,9.9,763,609,237,391,557,29.2,29.2,63,6.0,1.19,0.64,0.69,0.018,0.6,0.59,0.61,0.69,0.67,0.69,0.51,0.51,0.26,0.25,150,Nut development,Sprinkler,Black Pepper,1187,0,Kharif,150
7464,HR044,9.9,81.45,FLD07464,12534,Black Pepper,Spice,Year-round,Coastal,239,42,222,6.9,0.76,Sandy Clay,25,6.5,1539,1165,440,769,1055,29.8,29.8,76,6.0,1.19,0.62,0.68,0.02,0.58,0.57,0.59,0.64,0.67,0.68,0.49,0.5,0.26,0.34,167,Tillering,Sprinkler,Black Pepper,909,0,Kharif,167
7467,TN025,13.05,87.48,FLD07467,17759,Black Pepper,Spice,Year-round,Coastal,196,41,202,6.3,0.82,Sandy,30,9.8,2227,1840,583,1405,1689,29.9,29.9,75,6.1,1.19,0.66,0.72,0.024,0.6,0.62,0.64,0.69,0.68,0.72,0.5,0.54,0.25,0.32,159,Tillering,Drip,Black Pepper,1321,0,Kharif,159
7468,MP017,22.6,74.96,FLD07468,13481,Black Pepper,Spice,Year-round,Sub-Humid,272,44,224,6.2,0.83,Sandy,31,10.2,1072,866,282,610,816,29.8,29.8,73,5.0,1.19,0.64,0.69,0.024,0.57,0.57,0.63,0.68,0.68,0.69,0.5,0.49,0.28,0.32,144,Mature,Sprinkler,Black Pepper,1070,0,Kharif,144
7469,AP044,27.92,73.55,FLD07469,9502,Black Pepper,Spice,Year-round,Humid,290,39,199,7.3,0.77,Sandy Clay,28,5.0,1705,1507,505,995,1404,26.4,26.4,82,5.0,1.19,0.63,0.71,0.024,0.57,0.59,0.59,0.65,0.71,0.69,0.5,0.51,0.27,0.24,141,Flush,Surface,Black Pepper,723,0,Kharif,141
7470,MH032,15.88,76.96,FLD07470,5142,Black Pepper,Spice,Year-round,Sub-Humid,195,44,219,7.7,0.78,Clay Loam,22,9.6,1067,849,346,594,750,29.9,29.9,68,6.3,1.19,0.65,0.71,0.024,0.58,0.6,0.64,0.69,0.71,0.7,0.48,0.52,0.31,0.33,167,Mature,Sprinkler,Black Pepper,382,0,Kharif,167
7473,HR027,17.57,88.28,FLD07473,5312,Black Pepper,Spice,Year-round,Sub-Humid,185,51,172,6.1,0.67,Clay,35,8.9,1010,824,289,564,748,28.1,28.1,72,5.8,1.19,0.64,0.68,0.022,0.56,0.62,0.62,0.68,0.67,0.67,0.49,0.54,0.28,0.24,145,Bulbing,Surface,Black Pepper,404,0,Kharif,145
7474,MH030,18.13,74.13,FLD07474,9750,Black Pepper,Spice,Year-round,Arid,282,47,240,7.5,0.71,Sandy Clay,29,24.1,354,302,118,203,270,32.2,32.2,47,6.4,1.19,0.63,0.71,0.028,0.57,0.6,0.59,0.65,0.67,0.71,0.47,0.51,0.33,0.34,156,Flowering,Drip,Black Pepper,911,0,Kharif,156
7477,KA007,18.97,70.94,FLD07477,5633,Black Pepper,Spice,Year-round,Humid,254,43,170,6.4,0.78,Sandy Clay,20,9.1,2385,2048,619,1371,1928,27.5,27.5,76,5.8,1.19,0.64,0.7,0.02,0.58,0.57,0.63,0.68,0.7,0.68,0.49,0.49,0.26,0.34,148,Vegetative,Surface,Black Pepper,386,0,Kharif,148
7478,PB042,28.53,83.88,FLD07478,19716,Black Pepper,Spice,Year-round,Humid,268,31,184,7.6,0.71,Loam,37,6.0,1478,1259,562,793,1074,27.9,27.9,86,5.0,1.19,0.64,0.7,0.014,0.61,0.57,0.6,0.65,0.7,0.68,0.52,0.49,0.32,0.28,142,Pod formation,Sprinkler,Black Pepper,1414,0,Kharif,142
7479,HR005,21.82,72.23,FLD07479,14508,Black Pepper,Spice,Year-round,Humid,287,35,215,7.7,0.75,Sandy Loam,32,6.8,2129,1820,581,1244,1670,25.5,25.5,86,5.5,1.19,0.63,0.7,0.018,0.58,0.58,0.59,0.67,0.7,0.67,0.48,0.48,0.34,0.33,167,Flowering,Drip,Black Pepper,1084,0,Kharif,167
7483,HR012,10.57,88.06,FLD07483,13284,Black Pepper,Spice,Year-round,Arid,290,33,196,7.0,0.77,Sandy,24,18.1,387,328,120,242,304,35.4,35.4,52,6.5,1.19,0.65,0.71,0.02,0.59,0.59,0.63,0.69,0.71,0.69,0.5,0.5,0.29,0.31,148,Flush,Drip,Black Pepper,1039,0,Kharif,148
7486,PB025,14.35,86.37,FLD07486,5486,Black Pepper,Spice,Year-round,Plateau,222,43,219,5.9,0.52,Clay Loam,22,14.8,1139,901,366,651,797,29.1,29.1,70,6.5,1.19,0.62,0.67,0.018,0.58,0.57,0.59,0.65,0.67,0.67,0.49,0.48,0.27,0.29,149,Flowering,Sprinkler,Black Pepper,385,0,Kharif,149
7491,KA026,31.78,78.92,FLD07491,18614,Black Pepper,Spice,Year-round,Mountain,226,44,184,5.8,0.64,Sandy,29,13.1,2437,2298,722,1530,2100,21.8,21.8,76,5.1,1.19,0.64,0.71,0.018,0.62,0.58,0.59,0.66,0.69,0.71,0.52,0.5,0.32,0.33,141,Flush,Drip,Black Pepper,1242,0,Kharif,141
7492,UP005,26.35,91.48,FLD07492,8107,Black Pepper,Spice,Year-round,Mountain,243,32,203,5.9,0.72,Sandy Clay,24,13.6,1622,1516,471,1154,1402,17.9,17.9,82,5.5,1.19,0.65,0.71,0.026,0.58,0.6,0.62,0.68,0.71,0.71,0.5,0.52,0.25,0.33,144,Tuber development,Sprinkler,Black Pepper,580,0,Kharif,144
7496,PB023,23.86,85.87,FLD07496,5249,Black Pepper,Spice,Year-round,Arid,186,50,204,6.3,0.6,Laterite,34,23.0,365,339,130,266,313,34.4,34.4,45,5.1,1.19,0.64,0.71,0.016,0.58,0.61,0.6,0.66,0.71,0.66,0.48,0.52,0.34,0.24,166,Tuber development,Drip,Black Pepper,367,0,Kharif,166
7497,GJ005,16.1,75.7,FLD07497,19724,Black Pepper,Spice,Year-round,Sub-Humid,276,35,232,6.4,0.81,Sandy Loam,37,12.0,879,761,254,479,722,29.2,29.2,68,6.0,1.19,0.65,0.69,0.012,0.61,0.61,0.63,0.67,0.69,0.67,0.5,0.51,0.27,0.26,141,Grain filling,Surface,Black Pepper,1501,0,Kharif,141
7499,AP004,29.05,87.7,FLD07499,12531,Black Pepper,Spice,Year-round,Humid,233,52,209,6.0,0.62,Loam,33,6.7,2546,2068,643,1509,1766,26.0,26.0,82,5.3,1.19,0.62,0.67,0.018,0.58,0.57,0.61,0.63,0.66,0.67,0.5,0.48,0.33,0.29,162,Pod formation,Sprinkler,Black Pepper,909,0,Kharif,162
7500,MP006,30.14,79.34,FLD07500,17246,Black Pepper,Spice,Year-round,Mountain,195,39,191,7.1,0.7,Sandy Clay,22,9.5,1160,1096,344,844,958,20.4,20.4,63,6.5,1.19,0.64,0.67,0.008,0.62,0.62,0.63,0.65,0.67,0.66,0.54,0.54,0.29,0.26,166,Pod formation,Surface,Black Pepper,1271,0,Kharif,166
7505,MH050,11.59,79.97,FLD07505,13644,Cardamom,Spice,Year-round,Plateau,261,38,197,6.6,0.53,Sandy Clay,20,8.2,1136,935,352,674,822,29.4,29.4,63,5.2,1.15,0.65,0.71,0.024,0.59,0.6,0.65,0.68,0.68,0.71,0.52,0.52,0.26,0.29,142,Mature,Sprinkler,Cardamom,904,0,Kharif,142
7506,UP019,14.48,70.78,FLD07506,10787,Cardamom,Spice,Year-round,Arid,222,28,186,7.5,0.71,Sandy Clay,34,16.7,293,235,72,143,203,34.1,34.1,47,5.9,1.15,0.64,0.68,0.014,0.61,0.62,0.61,0.66,0.66,0.68,0.54,0.53,0.24,0.33,161,Tuber bulking,Drip,Cardamom,923,7,Kharif,161
7507,HR037,24.78,72.51,FLD07507,8666,Cardamom,Spice,Year-round,Plateau,284,40,218,6.1,0.87,Clay Loam,22,14.2,1190,976,402,677,925,28.3,28.3,74,5.9,1.15,0.64,0.69,0.016,0.6,0.62,0.61,0.64,0.69,0.68,0.5,0.53,0.31,0.27,161,Tuber bulking,Drip,Cardamom,613,0,Kharif,161
7508,HR033,18.25,80.4,FLD07508,17890,Cardamom,Spice,Year-round,Plateau,264,38,175,7.7,0.61,Loam,30,13.5,1039,854,382,538,732,26.6,26.6,63,5.2,1.15,0.64,0.68,0.012,0.6,0.61,0.6,0.68,0.68,0.66,0.51,0.52,0.32,0.25,141,Boll formation,Sprinkler,Cardamom,1213,0,Kharif,141
7510,KA007,10.05,77.11,FLD07510,15824,Cardamom,Spice,Year-round,Arid,313,31,213,6.8,0.55,Sandy Loam,25,20.9,282,267,93,188,231,35.1,35.1,53,6.4,1.15,0.63,0.67,0.02,0.56,0.6,0.64,0.67,0.66,0.66,0.47,0.49,0.32,0.29,168,Pod formation,Drip,Cardamom,1412,0,Kharif,168
